ID,logFC_CBE_Mayo
ENSG00000162522,-0.041695065
ENSG00000142945,-0.155718321
ENSG00000025800,0.342739154
ENSG00000162511,0.33673378
ENSG00000157978,-0.113360998
ENSG00000132128,-0.012892073
ENSG00000181817,0.006843986
ENSG00000171357,0.278968178
ENSG00000011009,-0.013319619
ENSG00000127603,0.233449349
ENSG00000204178,-0.052843866
ENSG00000117643,0.072401109
ENSG00000185090,0.009598721
ENSG00000142733,-0.105538686
ENSG00000116871,0.09023601
ENSG00000175130,-0.036250017
ENSG00000086015,0.017741565
ENSG00000186056,-0.399817188
ENSG00000163875,-0.142802647
ENSG00000116353,-0.415741729
ENSG00000130772,-0.13097916
ENSG00000159479,0.003168701
ENSG00000168389,0.104946746
ENSG00000079277,-0.016615246
ENSG00000132763,-0.01188737
ENSG00000142961,0.298227741
ENSG00000116898,-0.108039885
ENSG00000188786,0.087594699
ENSG00000117640,-0.149915921
ENSG00000220785,0.045419845
ENSG00000132781,-0.189090856
ENSG00000214114,-0.018506476
ENSG00000116990,-0.239583932
ENSG00000132780,-0.402603
ENSG00000020129,-0.155239134
ENSG00000168653,-0.175621209
ENSG00000066136,-0.226550575
ENSG00000272145,0.208950624
ENSG00000001461,0.136805563
ENSG00000084628,-0.18332792
ENSG00000117481,-0.033372918
ENSG00000116981,0.479141855
ENSG00000090273,-0.000701455
ENSG00000116329,0.139168908
ENSG00000116885,-0.00504162
ENSG00000117385,-0.136532723
ENSG00000090621,-0.14111013
ENSG00000158006,-0.035102863
ENSG00000182749,-0.311500587
ENSG00000175087,0.132022391
ENSG00000162517,-0.056014233
ENSG00000204138,-0.137680481
ENSG00000134686,-0.092213711
ENSG00000060642,0.176363688
ENSG00000117461,-0.092724812
ENSG00000057757,0.002217416
ENSG00000173846,0.123856518
ENSG00000189266,0.180947087
ENSG00000085998,-0.12471081
ENSG00000185668,0.083684722
ENSG00000127125,-0.201711168
ENSG00000084072,-0.136255539
ENSG00000243970,-0.196378686
ENSG00000171960,-0.060448833
ENSG00000117751,0.051120258
ENSG00000131238,0.093872428
ENSG00000117450,0.323376821
ENSG00000126067,-0.296763814
ENSG00000169403,0.260768977
ENSG00000117425,0.118471808
ENSG00000184007,0.011613428
ENSG00000142949,0.228047596
ENSG00000060656,0.100558452
ENSG00000134644,-0.035916641
ENSG00000085999,0.067895679
ENSG00000162521,0.188457073
ENSG00000117602,0.073003359
ENSG00000180198,0.391578859
ENSG00000158315,-0.248121586
ENSG00000187010,-0.749537413
ENSG00000177181,-0.071013311
ENSG00000117016,0.110948272
ENSG00000117000,0.141107772
ENSG00000116514,0.52722559
ENSG00000187147,-0.125271004
ENSG00000117748,-0.047190926
ENSG00000142676,-0.043284
ENSG00000117676,-0.114663229
ENSG00000142937,-0.095648437
ENSG00000116954,-0.118025702
ENSG00000117616,-0.20260882
ENSG00000116497,-0.15085353
ENSG00000010803,-0.355587992
ENSG00000162512,-0.207093908
ENSG00000162430,-0.091016298
ENSG00000130766,0.13530892
ENSG00000183431,0.000913071
ENSG00000116560,-0.196311092
ENSG00000142669,0.108785979
ENSG00000214193,-0.078325079
ENSG00000117394,0.379802224
ENSG00000227533,-0.336345072
ENSG00000196517,0.243578259
ENSG00000090020,-0.299716099
ENSG00000171790,0.577071538
ENSG00000084070,-0.091225756
ENSG00000163866,-0.00892119
ENSG00000130768,0.362181611
ENSG00000197989,-0.050009462
ENSG00000242125,0.114132876
ENSG00000163877,0.00298261
ENSG00000060688,-0.070677046
ENSG00000228589,0.295874694
ENSG00000133226,-0.227950781
ENSG00000188529,0.077493855
ENSG00000116350,-0.005975925
ENSG00000126091,-0.600090326
ENSG00000196182,0.026456178
ENSG00000117632,-0.100455857
ENSG00000001460,-0.179245735
ENSG00000117758,-0.124715288
ENSG00000177868,-0.092781291
ENSG00000117614,0.004448555
ENSG00000162520,0.357365728
ENSG00000142765,0.081247586
ENSG00000198198,-0.209740796
ENSG00000120656,0.044155371
ENSG00000204219,0.157822307
ENSG00000092850,0.274419503
ENSG00000070759,-0.04024272
ENSG00000116819,-0.158649613
ENSG00000130775,0.18948931
ENSG00000054118,-0.070606961
ENSG00000066056,0.387404213
ENSG00000142910,0.403136117
ENSG00000179178,-0.562153363
ENSG00000253304,0.551580403
ENSG00000186501,-0.306185106
ENSG00000160055,-0.110770488
ENSG00000121775,-0.120599392
ENSG00000183726,-0.083778289
ENSG00000126106,0.006545289
ENSG00000121900,0.136472778
ENSG00000159596,-0.280295405
ENSG00000132773,0.026576777
ENSG00000054116,-0.077965446
ENSG00000116525,-0.113509351
ENSG00000043514,-0.218940739
ENSG00000180098,-0.046170486
ENSG00000253368,-0.031410405
ENSG00000117472,-0.195125304
ENSG00000084652,0.030231607
ENSG00000158062,-0.510396848
ENSG00000173660,-0.004743497
ENSG00000126088,-0.145559906
ENSG00000183520,-0.110792236
ENSG00000158195,-0.029311784
ENSG00000142784,-0.118052466
ENSG00000158156,-0.050505017
ENSG00000134684,-0.044675924
ENSG00000065978,0.047230889
ENSG00000196449,0.095495151
ENSG00000198492,0.000502969
ENSG00000160062,-0.088186171
ENSG00000273274,0.281825385
ENSG00000176261,-0.341333162
ENSG00000163874,-0.129761138
ENSG00000121766,-0.149402538
ENSG00000204160,-0.1295535
ENSG00000187815,-0.055005372
ENSG00000187801,0.172904211
ENSG00000084073,0.348645845
ENSG00000197056,0.009228815
ENSG00000146463,-0.00037605
ENSG00000163867,-0.317685811
ENSG00000066185,-0.565000793
ENSG00000160094,-0.23977723
ENSG00000125945,0.220934154
ENSG00000249087,-0.058909549
ENSG00000117010,-0.057558049
ENSG00000164011,-0.320125365
ENSG00000121903,0.215663819
ENSG00000162415,-0.076058449
ENSG00000117528,-0.076674776
ENSG00000117054,-0.018597462
ENSG00000162390,-0.204098831
ENSG00000117114,0.161643488
ENSG00000162618,0.531747556
ENSG00000186094,-0.416001309
ENSG00000162433,0.117405065
ENSG00000154027,-0.241767178
ENSG00000088035,-0.315342093
ENSG00000118454,-0.144866928
ENSG00000137962,0.247159697
ENSG00000125703,-0.148896104
ENSG00000143032,0.126208572
ENSG00000137936,0.258991739
ENSG00000142867,-0.142961588
ENSG00000162373,-0.052868884
ENSG00000162399,0.409541305
ENSG00000189195,0.129417539
ENSG00000134717,-0.031992761
ENSG00000162384,-0.35167165
ENSG00000162642,-0.143038147
ENSG00000158966,0.141457403
ENSG00000154222,-0.150776717
ENSG00000122483,-0.060305273
ENSG00000223745,-0.229084412
ENSG00000097046,-0.175317148
ENSG00000123080,0.09129547
ENSG00000016602,-0.121933065
ENSG00000162368,0.022268799
ENSG00000162377,0.009340973
ENSG00000171502,0.026331793
ENSG00000157184,-0.177725341
ENSG00000116791,0.473987036
ENSG00000117151,-0.331910935
ENSG00000116761,-0.223990508
ENSG00000215883,0.166290497
ENSG00000134716,0.224900416
ENSG00000186377,-0.360824221
ENSG00000142871,0.785946664
ENSG00000173406,-0.030747677
ENSG00000153904,0.011269916
ENSG00000116133,0.283871657
ENSG00000162595,-0.6383649
ENSG00000116652,0.276350895
ENSG00000162616,0.447164378
ENSG00000116675,0.280803756
ENSG00000067334,0.188560817
ENSG00000116641,0.182618126
ENSG00000117505,0.182315894
ENSG00000121310,-0.378935781
ENSG00000203965,0.115351998
ENSG00000162374,0.012265946
ENSG00000172031,-0.126682883
ENSG00000085832,-0.058571677
ENSG00000178965,0.01997696
ENSG00000067208,-0.023798671
ENSG00000117525,0.026575647
ENSG00000185104,-0.21533126
ENSG00000154511,0.059997136
ENSG00000172456,0.046869055
ENSG00000137942,0.19826098
ENSG00000254685,0.175654267
ENSG00000162613,0.365756479
ENSG00000187889,0.057269708
ENSG00000116717,0.470377423
ENSG00000117228,0.320920892
ENSG00000162645,0.163999836
ENSG00000117226,0.283835473
ENSG00000162654,0.225862872
ENSG00000023909,-0.05920914
ENSG00000174332,-0.178296824
ENSG00000174842,-0.389216513
ENSG00000172380,0.277811769
ENSG00000174021,0.03010127
ENSG00000116157,-0.145228001
ENSG00000137947,0.119509644
ENSG00000162669,-0.421335156
ENSG00000197568,-0.090145159
ENSG00000134709,0.204429011
ENSG00000153936,0.003091296
ENSG00000081870,-0.25083785
ENSG00000137965,0.195093288
ENSG00000137959,0.090828777
ENSG00000081985,0.250973208
ENSG00000142856,-0.10935125
ENSG00000162434,0.346741813
ENSG00000177606,0.155636092
ENSG00000198841,0.088513546
ENSG00000137944,-0.268705153
ENSG00000116678,0.23003276
ENSG00000213625,-0.078229465
ENSG00000267272,-0.196265166
ENSG00000226891,-1.138082597
ENSG00000226476,-0.327234577
ENSG00000143013,0.126851294
ENSG00000171517,-0.117073135
ENSG00000157193,0.123140753
ENSG00000066557,-0.191670493
ENSG00000116212,0.102458668
ENSG00000033122,-0.306891362
ENSG00000197147,-0.235995412
ENSG00000171488,0.118473885
ENSG00000231999,-0.258919746
ENSG00000171492,-0.101918103
ENSG00000162385,-0.153076747
ENSG00000198160,-0.054179923
ENSG00000180488,-0.045578487
ENSG00000184313,-0.718821091
ENSG00000116221,-0.053687405
ENSG00000057468,0.146803565
ENSG00000143033,-0.185556237
ENSG00000162601,-0.038128748
ENSG00000058804,0.148346669
ENSG00000172260,0.001475556
ENSG00000162614,0.071966771
ENSG00000162599,-0.124166384
ENSG00000078618,-0.150984599
ENSG00000122417,-0.252188489
ENSG00000162600,-0.127069561
ENSG00000085840,0.228083246
ENSG00000117859,-0.356533558
ENSG00000162396,0.010886864
ENSG00000132849,-0.169393288
ENSG00000169174,0.073424384
ENSG00000184588,0.00288352
ENSG00000079739,0.065409625
ENSG00000142892,0.031777739
ENSG00000065243,0.054999217
ENSG00000162407,0.188518435
ENSG00000174348,0.275394663
ENSG00000162409,-0.056688836
ENSG00000142875,0.182024791
ENSG00000134748,0.116753127
ENSG00000050628,0.094442106
ENSG00000169213,-0.297403674
ENSG00000137955,-0.257181978
ENSG00000162437,0.012332734
ENSG00000213516,0.040435798
ENSG00000123091,-0.000191979
ENSG00000185483,-0.398811819
ENSG00000122484,0.16005984
ENSG00000117133,0.039000917
ENSG00000122406,-0.04973244
ENSG00000203943,-0.25584965
ENSG00000116171,-0.10326665
ENSG00000183291,0.081286153
ENSG00000142864,0.065337733
ENSG00000118473,0.021132026
ENSG00000097033,-0.060648906
ENSG00000162383,0.285965106
ENSG00000116704,-0.037220816
ENSG00000137968,-0.216388442
ENSG00000132122,-0.31105752
ENSG00000116754,0.024707197
ENSG00000157216,0.0821539
ENSG00000198711,0.250990359
ENSG00000117155,0.035534754
ENSG00000184005,0.329605339
ENSG00000117069,-0.284493306
ENSG00000123473,0.000687993
ENSG00000097096,0.249595691
ENSG00000162367,0.334887305
ENSG00000116205,-0.111335255
ENSG00000152760,-0.186655519
ENSG00000069702,0.421907238
ENSG00000162604,-0.12567251
ENSG00000117500,0.480010926
ENSG00000116209,-0.050575847
ENSG00000143001,-0.135574656
ENSG00000116783,-0.778634358
ENSG00000269113,0.229634316
ENSG00000085831,0.032635111
ENSG00000243725,-0.337383115
ENSG00000137941,-0.28666619
ENSG00000117862,-0.033898072
ENSG00000162623,0.174996546
ENSG00000162607,0.253463824
ENSG00000162402,-0.057453197
ENSG00000077254,-0.198927059
ENSG00000152763,-0.355368651
ENSG00000116729,0.490613815
ENSG00000058799,0.113594744
ENSG00000157077,0.367665584
ENSG00000162664,-0.179834739
ENSG00000122482,0.226897926
ENSG00000117174,-0.098068065
ENSG00000132485,-0.045294369
ENSG00000162378,0.200270193
ENSG00000162836,-0.015173638
ENSG00000143382,-0.002689801
ENSG00000282608,0.188477166
ENSG00000162688,-0.116214748
ENSG00000168710,0.057898825
ENSG00000172339,-0.223455683
ENSG00000181754,-0.02243992
ENSG00000116337,0.31935439
ENSG00000240038,-0.721153028
ENSG00000272031,-0.20170721
ENSG00000198483,-0.186292218
ENSG00000143401,-0.073334468
ENSG00000134262,-0.391958018
ENSG00000226167,0.059488978
ENSG00000117362,-0.094175433
ENSG00000163399,0.134792634
ENSG00000203865,0.089276552
ENSG00000116459,-0.01453924
ENSG00000162650,0.045217151
ENSG00000116752,0.028431013
ENSG00000188761,-0.317218571
ENSG00000116128,-0.123826459
ENSG00000178096,-0.178465993
ENSG00000143110,-0.26413554
ENSG00000179902,0.091754129
ENSG00000118292,-0.037052062
ENSG00000118298,0.102152183
ENSG00000116489,-0.04643012
ENSG00000118729,-0.041615433
ENSG00000117281,0.433657697
ENSG00000143119,0.432921284
ENSG00000116815,0.271457366
ENSG00000079335,0.182547135
ENSG00000143126,0.072374097
ENSG00000134255,0.325120471
ENSG00000131778,-0.276669877
ENSG00000064886,-0.244446684
ENSG00000159208,-0.253000864
ENSG00000121940,0.048208297
ENSG00000117519,0.26673851
ENSG00000060718,0.092577747
ENSG00000009307,0.011147098
ENSG00000184371,0.222192054
ENSG00000143079,0.180410577
ENSG00000174151,0.122846717
ENSG00000137992,-0.077464158
ENSG00000118655,0.143556389
ENSG00000064703,-0.154865501
ENSG00000175984,-0.28748513
ENSG00000162777,0.378236213
ENSG00000117543,-0.099109005
ENSG00000188641,0.236586666
ENSG00000156171,-0.207946143
ENSG00000143369,0.242215942
ENSG00000228502,-0.005653538
ENSG00000231752,-0.123271686
ENSG00000143420,0.042420472
ENSG00000162694,0.018360135
ENSG00000162636,0.248888799
ENSG00000184599,0.163951164
ENSG00000150337,0.34112147
ENSG00000198019,0.067929345
ENSG00000131781,0.060098122
ENSG00000196505,-0.00317135
ENSG00000265107,0.684088013
ENSG00000065135,0.032458615
ENSG00000211451,0.043611542
ENSG00000143457,0.198842606
ENSG00000156097,0.060978413
ENSG00000181656,0.086765716
ENSG00000117262,-0.306182412
ENSG00000188092,-0.369901989
ENSG00000121957,0.079329928
ENSG00000134184,-0.20508474
ENSG00000213366,-0.19824282
ENSG00000134202,0.187743053
ENSG00000168765,-0.023904233
ENSG00000134201,-0.244947434
ENSG00000162639,0.061311585
ENSG00000163349,0.213970923
ENSG00000223345,-0.151045442
ENSG00000184678,0.397879924
ENSG00000203814,0.50685925
ENSG00000198857,0.366087988
ENSG00000276975,-0.087725115
ENSG00000143061,-0.1958531
ENSG00000143127,0.583855579
ENSG00000177301,0.453684323
ENSG00000177272,0.798298165
ENSG00000116396,-0.117890748
ENSG00000171385,0.253415272
ENSG00000116299,-0.027780432
ENSG00000134248,-0.089627644
ENSG00000224699,-0.192606087
ENSG00000260941,-0.496731641
ENSG00000226067,-0.312560137
ENSG00000277147,-0.129604952
ENSG00000274020,-0.232742745
ENSG00000233396,-0.098646556
ENSG00000231437,-0.044680444
ENSG00000271601,0.003340895
ENSG00000121931,-0.150338047
ENSG00000198799,-0.11297937
ENSG00000122477,-0.202783464
ENSG00000081026,0.023300689
ENSG00000198162,0.005142851
ENSG00000143384,0.095856766
ENSG00000156875,0.06957233
ENSG00000225206,-0.115664915
ENSG00000155363,-0.037682368
ENSG00000266472,-0.143445433
ENSG00000014914,0.049391707
ENSG00000221986,-0.165162825
ENSG00000271425,0.060915392
ENSG00000263956,-0.11705239
ENSG00000268043,-0.08820147
ENSG00000270629,-0.146883204
ENSG00000266338,-0.120619942
ENSG00000271383,-0.180248106
ENSG00000162825,-0.380887168
ENSG00000272150,-0.097765605
ENSG00000273136,-4.20E-05
ENSG00000270231,-0.098566379
ENSG00000269713,-0.120233041
ENSG00000177551,0.095861314
ENSG00000134250,0.359793855
ENSG00000213281,-0.020050448
ENSG00000162631,-0.266056289
ENSG00000186364,0.663676845
ENSG00000118733,0.311714497
ENSG00000116774,0.548271048
ENSG00000264522,0.025849683
ENSG00000085465,-0.136242067
ENSG00000099260,-0.020532102
ENSG00000178104,0.329296479
ENSG00000180867,0.142472047
ENSG00000174827,-0.292875027
ENSG00000131779,-0.063932688
ENSG00000270392,-0.198235801
ENSG00000092621,0.062519178
ENSG00000116793,-0.094498955
ENSG00000131788,0.068290905
ENSG00000173947,-0.075262187
ENSG00000023902,-0.202084858
ENSG00000117600,-0.067350685
ENSG00000117598,-0.257221546
ENSG00000186141,0.10054652
ENSG00000121851,-0.210186374
ENSG00000155367,0.245101242
ENSG00000131791,0.030420617
ENSG00000198890,-0.133179068
ENSG00000117360,-0.091241859
ENSG00000134186,0.005455229
ENSG00000143106,-0.248275617
ENSG00000134222,0.011938803
ENSG00000117569,-0.13011579
ENSG00000134247,-0.044259035
ENSG00000116473,0.102645981
ENSG00000162775,0.102005677
ENSG00000227963,-0.398148267
ENSG00000265241,0.010469368
ENSG00000155366,0.095787045
ENSG00000265491,0.136686689
ENSG00000185946,0.235608545
ENSG00000137970,0.010123612
ENSG00000163125,-0.073862808
ENSG00000081019,0.056947618
ENSG00000137996,-0.218734174
ENSG00000122481,-0.107876577
ENSG00000170989,0.228797404
ENSG00000031698,-0.016077403
ENSG00000156876,0.088460065
ENSG00000265808,-0.053682589
ENSG00000143368,-0.172193395
ENSG00000052723,-0.007780554
ENSG00000155380,0.197330428
ENSG00000226419,-0.452981405
ENSG00000168679,0.332835199
ENSG00000163393,0.110898511
ENSG00000085491,0.133909046
ENSG00000162695,-0.126805065
ENSG00000117620,-0.183597152
ENSG00000143036,-0.075008008
ENSG00000224081,-0.392962335
ENSG00000197106,-0.271122905
ENSG00000162627,0.378994191
ENSG00000134243,0.379677808
ENSG00000196369,-0.067864626
