Gene1,Gene2,Score
ENSG00000084072,ENSG00000108654,0.99972
ENSG00000092199,ENSG00000084072,0.99973
ENSG00000174231,ENSG00000084072,0.999033
ENSG00000165119,ENSG00000084072,0.999547
ENSG00000108883,ENSG00000084072,0.999596
ENSG00000156587,ENSG00000109971,0.999106
ENSG00000197879,ENSG00000168036,0.999405
ENSG00000168036,ENSG00000156587,0.999167
ENSG00000108654,ENSG00000174231,0.999197
ENSG00000122566,ENSG00000174231,0.999703
ENSG00000174231,ENSG00000092199,0.99981
ENSG00000174231,ENSG00000165119,0.999723
ENSG00000174231,ENSG00000136450,0.999806
ENSG00000174231,ENSG00000183684,0.999356
ENSG00000183431,ENSG00000174231,0.99945
ENSG00000104872,ENSG00000174231,0.999607
ENSG00000108654,ENSG00000108883,0.999599
ENSG00000108883,ENSG00000135486,0.999847
ENSG00000169045,ENSG00000108883,0.999014
ENSG00000100297,ENSG00000108883,0.999307
ENSG00000108883,ENSG00000161547,0.999051
ENSG00000108883,ENSG00000099995,0.999788
ENSG00000104872,ENSG00000135486,0.999145
ENSG00000104872,ENSG00000153187,0.999222
ENSG00000109971,ENSG00000104872,0.99911
ENSG00000115053,ENSG00000104872,0.999126
ENSG00000104872,ENSG00000108883,0.999394
ENSG00000108883,ENSG00000073111,0.99964
ENSG00000100138,ENSG00000108883,0.999605
ENSG00000108883,ENSG00000104852,0.999319
ENSG00000108883,ENSG00000143569,0.999295
ENSG00000108883,ENSG00000183431,0.999796
ENSG00000108883,ENSG00000147274,0.999307
ENSG00000115053,ENSG00000174720,0.999288
ENSG00000174007,ENSG00000143702,0.999422
ENSG00000138029,ENSG00000140009,0.999142
ENSG00000106462,ENSG00000118058,0.99976
ENSG00000106462,ENSG00000143569,0.999352
ENSG00000129691,ENSG00000106462,0.999704
ENSG00000181449,ENSG00000177606,0.999361
ENSG00000135446,ENSG00000141510,0.999308
ENSG00000136997,ENSG00000073111,0.999343
ENSG00000144021,ENSG00000136997,0.999895
ENSG00000136997,ENSG00000137807,0.999665
ENSG00000160803,ENSG00000185627,0.999119
ENSG00000188486,ENSG00000276410,0.999532
ENSG00000105202,ENSG00000171453,0.999436
ENSG00000105202,ENSG00000109534,0.999965
ENSG00000163041,ENSG00000275714,0.99947
ENSG00000167552,ENSG00000167553,0.999386
ENSG00000080345,ENSG00000178999,0.999299
ENSG00000092820,ENSG00000196586,0.999574
ENSG00000185359,ENSG00000185896,0.999501
ENSG00000135972,ENSG00000137154,0.999205
ENSG00000144381,ENSG00000084754,0.999112
ENSG00000138029,ENSG00000144381,0.999253
ENSG00000152256,ENSG00000106028,0.999147
ENSG00000147140,ENSG00000165819,0.999177
ENSG00000135870,ENSG00000155363,0.999644
ENSG00000159251,ENSG00000143632,0.999912
ENSG00000159251,ENSG00000110880,0.9997
ENSG00000188486,ENSG00000196591,0.999542
ENSG00000178691,ENSG00000188486,0.999526
ENSG00000163041,ENSG00000188486,0.99931
ENSG00000116062,ENSG00000164032,0.999296
ENSG00000099284,ENSG00000164032,0.999575
ENSG00000178952,ENSG00000106028,0.999723
ENSG00000168040,ENSG00000181852,0.999148
ENSG00000100297,ENSG00000183765,0.999362
ENSG00000186868,ENSG00000101367,0.999328
ENSG00000141027,ENSG00000116478,0.999819
ENSG00000186298,ENSG00000196591,0.999086
ENSG00000072501,ENSG00000188486,0.999314
ENSG00000196591,ENSG00000100393,0.999271
ENSG00000196591,ENSG00000100297,0.999593
ENSG00000215301,ENSG00000196591,0.999359
ENSG00000085276,ENSG00000149480,0.999171
ENSG00000196591,ENSG00000085276,0.999633
ENSG00000186868,ENSG00000100030,0.999159
ENSG00000066427,ENSG00000204390,0.999031
ENSG00000138029,ENSG00000152234,0.999278
ENSG00000139180,ENSG00000138095,0.99961
ENSG00000115286,ENSG00000140740,0.999704
ENSG00000110955,ENSG00000168291,0.999744
ENSG00000084754,ENSG00000110955,0.999282
ENSG00000110955,ENSG00000131828,0.999753
ENSG00000138029,ENSG00000110955,0.999602
ENSG00000167792,ENSG00000140740,0.999881
ENSG00000138029,ENSG00000113013,0.999313
ENSG00000131828,ENSG00000115286,0.999386
ENSG00000152234,ENSG00000178741,0.999569
ENSG00000213619,ENSG00000110955,0.9998
ENSG00000138029,ENSG00000184117,0.999524
ENSG00000084754,ENSG00000165637,0.999523
ENSG00000131828,ENSG00000213619,0.999216
ENSG00000115286,ENSG00000110955,0.999809
ENSG00000152234,ENSG00000168291,0.999607
ENSG00000140990,ENSG00000152234,0.999573
ENSG00000110955,ENSG00000140990,0.999462
ENSG00000110955,ENSG00000167792,0.999737
ENSG00000110955,ENSG00000113013,0.999286
ENSG00000152234,ENSG00000131828,0.999307
ENSG00000140990,ENSG00000140740,0.99979
ENSG00000110955,ENSG00000178741,0.999591
ENSG00000110955,ENSG00000139180,0.999891
ENSG00000138029,ENSG00000165629,0.999419
ENSG00000138029,ENSG00000139180,0.999298
ENSG00000108064,ENSG00000138029,0.999621
ENSG00000166598,ENSG00000143198,0.999055
ENSG00000189043,ENSG00000165637,0.999399
ENSG00000189043,ENSG00000078668,0.999341
ENSG00000213585,ENSG00000140990,0.999167
ENSG00000110955,ENSG00000158864,0.999736
ENSG00000158864,ENSG00000130204,0.999495
ENSG00000140740,ENSG00000158864,0.999863
ENSG00000158864,ENSG00000165637,0.999504
ENSG00000078668,ENSG00000158864,0.999264
ENSG00000213619,ENSG00000130204,0.999676
ENSG00000165637,ENSG00000213619,0.999637
ENSG00000213619,ENSG00000078668,0.999557
ENSG00000130204,ENSG00000115286,0.999581
ENSG00000165637,ENSG00000115286,0.999627
ENSG00000115286,ENSG00000078668,0.999558
ENSG00000167792,ENSG00000078668,0.99932
ENSG00000165629,ENSG00000131828,0.999704
ENSG00000131828,ENSG00000138029,0.999345
ENSG00000131828,ENSG00000139180,0.999767
ENSG00000130204,ENSG00000110955,0.999632
ENSG00000130204,ENSG00000165629,0.999722
ENSG00000130204,ENSG00000139180,0.999777
ENSG00000147684,ENSG00000140740,0.999851
ENSG00000138029,ENSG00000165637,0.999795
ENSG00000165637,ENSG00000108064,0.999618
ENSG00000108654,ENSG00000104852,0.999681
ENSG00000104852,ENSG00000109606,0.999477
ENSG00000104852,ENSG00000135486,0.999828
ENSG00000104852,ENSG00000092199,0.999746
ENSG00000099783,ENSG00000104852,0.99955
ENSG00000104852,ENSG00000100138,0.999699
ENSG00000065978,ENSG00000104852,0.999055
ENSG00000183684,ENSG00000104852,0.999191
ENSG00000104852,ENSG00000143368,0.999639
ENSG00000104852,ENSG00000087365,0.999748
ENSG00000072803,ENSG00000139842,0.999522
ENSG00000158290,ENSG00000072803,0.999551
ENSG00000108654,ENSG00000124562,0.999385
ENSG00000124562,ENSG00000100028,0.999294
ENSG00000158290,ENSG00000136485,0.999274
ENSG00000181852,ENSG00000083799,0.999233
ENSG00000143368,ENSG00000063244,0.999688
ENSG00000020922,ENSG00000130726,0.999527
ENSG00000112118,ENSG00000101945,0.999253
ENSG00000212938,ENSG00000186930,0.999724
ENSG00000144554,ENSG00000117748,0.999234
ENSG00000072501,ENSG00000144554,0.999754
ENSG00000116478,ENSG00000173110,0.999074
ENSG00000072501,ENSG00000080345,0.999232
ENSG00000156976,ENSG00000063046,0.999913
ENSG00000129245,ENSG00000005007,0.999277
ENSG00000257103,ENSG00000135870,0.999556
ENSG00000092847,ENSG00000135870,0.999121
ENSG00000135870,ENSG00000090905,0.999478
ENSG00000122966,ENSG00000110880,0.99961
ENSG00000099942,ENSG00000137807,0.999346
ENSG00000067066,ENSG00000141510,0.99901
ENSG00000163564,ENSG00000167978,0.999075
ENSG00000177646,ENSG00000156469,0.999018
ENSG00000075239,ENSG00000062485,0.999127
ENSG00000062485,ENSG00000167862,0.999775
ENSG00000167862,ENSG00000131828,0.999277
ENSG00000182199,ENSG00000146701,0.999115
ENSG00000132676,ENSG00000174547,0.9997
ENSG00000055950,ENSG00000174547,0.999667
ENSG00000147586,ENSG00000174547,0.999918
ENSG00000144029,ENSG00000174547,0.999564
ENSG00000174547,ENSG00000135972,0.999893
ENSG00000131828,ENSG00000036473,0.999554
ENSG00000108829,ENSG00000196396,0.999117
ENSG00000137824,ENSG00000112742,0.999263
ENSG00000062485,ENSG00000106028,0.999144
ENSG00000062485,ENSG00000178952,0.999088
ENSG00000178952,ENSG00000084754,0.999238
ENSG00000198909,ENSG00000050820,0.999365
ENSG00000143569,ENSG00000108829,0.999396
ENSG00000070831,ENSG00000101367,0.999125
ENSG00000141867,ENSG00000116478,0.999059
ENSG00000141867,ENSG00000131051,0.999182
ENSG00000074319,ENSG00000141458,0.999398
ENSG00000141458,ENSG00000005893,0.999502
ENSG00000139842,ENSG00000108094,0.999997
ENSG00000174231,ENSG00000131051,0.999463
ENSG00000131051,ENSG00000143569,0.999195
ENSG00000131051,ENSG00000116478,0.99912
ENSG00000140740,ENSG00000169021,0.999907
ENSG00000147133,ENSG00000118260,0.999194
