"Node1","Node2","Score"
"ENSG00000134852","ENSG00000140009","0.3"
"ENSG00000132170","ENSG00000134259","0.3"
"ENSG00000106546","ENSG00000100644","0.1"
"ENSG00000106546","ENSG00000039068","0.3"
"ENSG00000125398","ENSG00000136244","0.3"
"ENSG00000254647","ENSG00000109819","0.9"
"ENSG00000135346","ENSG00000136826","0.3"
"ENSG00000017427","ENSG00000198400","0.3"
"ENSG00000136997","ENSG00000138069","0.3"
"ENSG00000186951","ENSG00000080824","0.1"
"ENSG00000133794","ENSG00000184588","0.2"
"ENSG00000177455","ENSG00000121879","0.3"
"ENSG00000080824","ENSG00000105976","1"
"ENSG00000141510","ENSG00000142192","0.3"
"ENSG00000112062","ENSG00000232810","0.2"
"ENSG00000091831","ENSG00000080815","0.1"
"ENSG00000039068","ENSG00000136826","0.3"
"ENSG00000118260","ENSG00000108691","0.1"
"ENSG00000131759","ENSG00000123374","0.2"
"ENSG00000096717","ENSG00000123374","0.2"
"ENSG00000109819","ENSG00000096717","0.3"
"ENSG00000080824","ENSG00000154229","0.2"
"ENSG00000133794","ENSG00000242252","0.3"
"ENSG00000121879","ENSG00000136997","1"
"ENSG00000065978","ENSG00000186951","0.1"
"ENSG00000100030","ENSG00000106546","0.3"
"ENSG00000154727","ENSG00000120899","0.2"
"ENSG00000100393","ENSG00000254647","0.3"
"ENSG00000169083","ENSG00000156711","0.3"
"ENSG00000091831","ENSG00000134333","0.2"
"ENSG00000106546","ENSG00000109819","0.1"
"ENSG00000114166","ENSG00000136826","0.2"
"ENSG00000175104","ENSG00000132646","0.2"
"ENSG00000113575","ENSG00000136997","0.2"
"ENSG00000097007","ENSG00000080824","0.1"
"ENSG00000140009","ENSG00000146648","0.2"
"ENSG00000154229","ENSG00000140443","0.3"
"ENSG00000168610","ENSG00000132170","0.2"
"ENSG00000136997","ENSG00000172757","0.2"
"ENSG00000169083","ENSG00000113916","0.2"
"ENSG00000113575","ENSG00000131095","0.3"
"ENSG00000207971","ENSG00000169083","0.1"
"ENSG00000100030","ENSG00000177455","0.2"
"ENSG00000136826","ENSG00000039068","0.9"
"ENSG00000096717","ENSG00000186868","0.3"
"ENSG00000112062","ENSG00000100030","0.2"
"ENSG00000091831","ENSG00000125398","0.2"
"ENSG00000049768","ENSG00000105329","1"
"ENSG00000134259","ENSG00000112062","0.2"
"ENSG00000175104","ENSG00000113575","0.3"
"ENSG00000169083","ENSG00000197442","0.1"
"ENSG00000065978","ENSG00000154229","0.1"
"ENSG00000110092","ENSG00000141510","0.2"
"ENSG00000049768","ENSG00000106546","0.2"
"ENSG00000105329","ENSG00000291237","0.9"
"ENSG00000107643","ENSG00000131095","0.2"
"ENSG00000207971","ENSG00000141510","0.2"
"ENSG00000136826","ENSG00000132646","0.2"
