Gene1,Gene2,Score
ENSG00000174720,ENSG00000116251,0.975683
ENSG00000174720,ENSG00000122026,0.957406
ENSG00000174720,ENSG00000063177,0.973533
ENSG00000174720,ENSG00000163682,0.982464
ENSG00000174720,ENSG00000172809,0.973777
ENSG00000174720,ENSG00000182944,0.976661
ENSG00000143947,ENSG00000174720,0.970991
ENSG00000221983,ENSG00000174720,0.954892
ENSG00000174720,ENSG00000100138,0.987037
ENSG00000183684,ENSG00000174720,0.97492
ENSG00000182004,ENSG00000174720,0.989365
ENSG00000108107,ENSG00000174720,0.964054
ENSG00000167088,ENSG00000174720,0.969068
ENSG00000174720,ENSG00000084754,0.96335
ENSG00000144713,ENSG00000174720,0.96166
ENSG00000181991,ENSG00000174720,0.978035
ENSG00000174720,ENSG00000257103,0.979391
ENSG00000105447,ENSG00000174720,0.976815
ENSG00000196419,ENSG00000174720,0.968503
ENSG00000174720,ENSG00000110107,0.957986
ENSG00000139343,ENSG00000174720,0.989486
ENSG00000174720,ENSG00000186298,0.972582
ENSG00000172531,ENSG00000174720,0.994246
ENSG00000174720,ENSG00000213639,0.976414
ENSG00000100519,ENSG00000174720,0.951839
ENSG00000174720,ENSG00000198900,0.980439
ENSG00000125835,ENSG00000174720,0.983037
ENSG00000174720,ENSG00000108344,0.958959
ENSG00000175390,ENSG00000174720,0.966265
ENSG00000167862,ENSG00000174720,0.981959
ENSG00000174720,ENSG00000185627,0.970235
ENSG00000108671,ENSG00000174720,0.99299
ENSG00000174720,ENSG00000113575,0.964323
ENSG00000174720,ENSG00000100764,0.953159
ENSG00000100902,ENSG00000174720,0.964577
ENSG00000174720,ENSG00000172336,0.970879
ENSG00000172757,ENSG00000174720,0.984342
ENSG00000159352,ENSG00000174720,0.994043
ENSG00000174720,ENSG00000108064,0.993095
ENSG00000196591,ENSG00000174720,0.983893
ENSG00000174720,ENSG00000187109,0.993424
ENSG00000174720,ENSG00000162521,0.97805
ENSG00000165119,ENSG00000174720,0.984769
ENSG00000105364,ENSG00000174720,0.965552
ENSG00000134371,ENSG00000174720,0.972587
ENSG00000179950,ENSG00000174720,0.965175
ENSG00000174720,ENSG00000113558,0.976729
ENSG00000174720,ENSG00000147274,0.981274
ENSG00000174720,ENSG00000172586,0.965448
ENSG00000126016,ENSG00000174720,0.984877
ENSG00000165916,ENSG00000174720,0.957216
ENSG00000174720,ENSG00000099341,0.950766
ENSG00000174720,ENSG00000103035,0.969723
ENSG00000087191,ENSG00000174720,0.957829
ENSG00000174720,ENSG00000010810,0.967691
ENSG00000174720,ENSG00000135446,0.960884
ENSG00000123374,ENSG00000174720,0.96327
ENSG00000174720,ENSG00000102054,0.980916
ENSG00000096401,ENSG00000174720,0.980899
ENSG00000215301,ENSG00000174720,0.973354
ENSG00000161057,ENSG00000174720,0.950647
ENSG00000174720,ENSG00000100888,0.965567
ENSG00000174720,ENSG00000197170,0.952133
ENSG00000138029,ENSG00000174720,0.96749
ENSG00000132109,ENSG00000174720,0.96964
ENSG00000174720,ENSG00000167986,0.969538
ENSG00000174720,ENSG00000173692,0.962828
ENSG00000115128,ENSG00000174720,0.975846
ENSG00000175166,ENSG00000174720,0.970277
ENSG00000092199,ENSG00000174720,0.984405
ENSG00000179172,ENSG00000174720,0.982294
ENSG00000087365,ENSG00000174720,0.978542
ENSG00000174720,ENSG00000182180,0.976547
ENSG00000174720,ENSG00000116752,0.966653
ENSG00000174720,ENSG00000171566,0.978949
ENSG00000174720,ENSG00000008018,0.960248
ENSG00000174720,ENSG00000143436,0.978253
ENSG00000010017,ENSG00000174720,0.954064
ENSG00000132463,ENSG00000174720,0.963159
ENSG00000174720,ENSG00000100345,0.982804
ENSG00000174720,ENSG00000133392,0.979797
ENSG00000174720,ENSG00000096063,0.978202
ENSG00000136450,ENSG00000174720,0.971519
ENSG00000174720,ENSG00000180992,0.956861
ENSG00000020922,ENSG00000174720,0.969455
ENSG00000167815,ENSG00000174720,0.966862
ENSG00000086189,ENSG00000174720,0.959032
ENSG00000101161,ENSG00000174720,0.976617
ENSG00000071655,ENSG00000174720,0.959556
ENSG00000126067,ENSG00000174720,0.956311
ENSG00000094916,ENSG00000174720,0.980596
ENSG00000189403,ENSG00000174720,0.990223
ENSG00000174720,ENSG00000100567,0.967174
ENSG00000253729,ENSG00000174720,0.975599
ENSG00000163636,ENSG00000174720,0.962545
ENSG00000143799,ENSG00000174720,0.972463
ENSG00000197442,ENSG00000072803,0.969508
ENSG00000197442,ENSG00000166167,0.955037
ENSG00000132170,ENSG00000141510,0.995632
ENSG00000105701,ENSG00000088888,0.9868
ENSG00000108654,ENSG00000159216,0.96224
ENSG00000159216,ENSG00000089280,0.987245
ENSG00000134308,ENSG00000169047,0.95026
ENSG00000070770,ENSG00000169047,0.993995
ENSG00000110395,ENSG00000137275,0.973763
ENSG00000159216,ENSG00000130382,0.97651
ENSG00000159216,ENSG00000123416,0.968057
ENSG00000133884,ENSG00000130429,0.950338
ENSG00000133884,ENSG00000143702,0.992909
ENSG00000111679,ENSG00000152256,0.9717
ENSG00000044574,ENSG00000186868,0.990021
ENSG00000044574,ENSG00000082701,0.988047
ENSG00000157193,ENSG00000110492,0.962699
ENSG00000026025,ENSG00000146648,0.987977
ENSG00000213585,ENSG00000146648,0.992178
ENSG00000171862,ENSG00000148660,0.990806
ENSG00000148798,ENSG00000133884,0.996124
ENSG00000133884,ENSG00000123416,0.972038
ENSG00000178568,ENSG00000187391,0.989932
ENSG00000041357,ENSG00000101557,0.977071
ENSG00000008018,ENSG00000101557,0.968304
ENSG00000140443,ENSG00000142208,0.955622
ENSG00000146648,ENSG00000123496,0.981039
ENSG00000100324,ENSG00000137275,0.997145
ENSG00000138592,ENSG00000152661,0.981621
ENSG00000131238,ENSG00000072110,0.954064
ENSG00000131238,ENSG00000144381,0.951365
ENSG00000141367,ENSG00000131238,0.994217
ENSG00000172531,ENSG00000131238,0.966268
ENSG00000131238,ENSG00000120910,0.991968
ENSG00000113368,ENSG00000128731,0.970805
ENSG00000114062,ENSG00000142230,0.989972
ENSG00000114062,ENSG00000125868,0.972449
ENSG00000116030,ENSG00000114062,0.978337
ENSG00000120948,ENSG00000114062,0.991235
ENSG00000113721,ENSG00000097007,0.951702
ENSG00000275714,ENSG00000149554,0.984372
ENSG00000100644,ENSG00000137309,0.988826
ENSG00000142208,ENSG00000152661,0.975676
ENSG00000123908,ENSG00000006125,0.97626
ENSG00000124171,ENSG00000120318,0.973132
ENSG00000070831,ENSG00000081479,0.970499
ENSG00000075785,ENSG00000090487,0.998996
ENSG00000177889,ENSG00000096717,0.988654
ENSG00000020922,ENSG00000187555,0.964214
ENSG00000162521,ENSG00000020922,0.998311
ENSG00000128708,ENSG00000020922,0.95825
ENSG00000124216,ENSG00000174231,0.95239
ENSG00000135341,ENSG00000124216,0.960537
ENSG00000124216,ENSG00000075624,0.955052
ENSG00000124216,ENSG00000108561,0.97025
ENSG00000124216,ENSG00000137154,0.970919
ENSG00000138119,ENSG00000168610,0.988553
ENSG00000106541,ENSG00000072506,0.977214
ENSG00000106541,ENSG00000110955,0.951738
ENSG00000138029,ENSG00000106541,0.98433
ENSG00000067704,ENSG00000106541,0.975609
ENSG00000131981,ENSG00000106541,0.962001
ENSG00000106541,ENSG00000117984,0.965514
ENSG00000167085,ENSG00000106541,0.960317
ENSG00000141985,ENSG00000174775,0.974512
ENSG00000135316,ENSG00000174775,0.963535
ENSG00000106541,ENSG00000113194,0.97453
ENSG00000004455,ENSG00000106541,0.967861
ENSG00000106541,ENSG00000089597,0.974023
ENSG00000106541,ENSG00000100412,0.977688
ENSG00000010256,ENSG00000106541,0.959232
ENSG00000106541,ENSG00000062485,0.982646
ENSG00000108561,ENSG00000150768,0.985655
ENSG00000106541,ENSG00000127884,0.959376
ENSG00000106541,ENSG00000182199,0.968887
ENSG00000106541,ENSG00000116459,0.968002
ENSG00000106541,ENSG00000101901,0.985495
ENSG00000106541,ENSG00000130518,0.996266
ENSG00000106541,ENSG00000179364,0.95263
ENSG00000106541,ENSG00000146701,0.974103
ENSG00000084754,ENSG00000106541,0.976626
ENSG00000108829,ENSG00000106541,0.959887
ENSG00000104823,ENSG00000106541,0.963917
ENSG00000075239,ENSG00000106541,0.964916
ENSG00000197081,ENSG00000174775,0.975681
ENSG00000174775,ENSG00000184702,0.968155
ENSG00000103222,ENSG00000174775,0.991147
ENSG00000163554,ENSG00000174775,0.952109
ENSG00000174775,ENSG00000241973,0.99811
ENSG00000174775,ENSG00000148400,0.987725
ENSG00000075413,ENSG00000174775,0.96067
ENSG00000174775,ENSG00000118640,0.985217
ENSG00000174775,ENSG00000069974,0.967535
ENSG00000174775,ENSG00000107099,0.979129
ENSG00000174775,ENSG00000254087,0.997058
ENSG00000174775,ENSG00000172270,0.968214
ENSG00000174775,ENSG00000075711,0.982434
ENSG00000174775,ENSG00000117676,0.952548
ENSG00000174775,ENSG00000273749,0.973753
ENSG00000159023,ENSG00000174775,0.987842
ENSG00000147065,ENSG00000174775,0.969335
ENSG00000174775,ENSG00000115806,0.965202
ENSG00000197694,ENSG00000174775,0.978187
ENSG00000133703,ENSG00000184702,0.96472
ENSG00000103222,ENSG00000133703,0.980233
ENSG00000163554,ENSG00000133703,0.95426
ENSG00000133703,ENSG00000010671,0.984524
ENSG00000148400,ENSG00000133703,0.969208
ENSG00000075413,ENSG00000133703,0.961732
ENSG00000118640,ENSG00000133703,0.977056
ENSG00000133703,ENSG00000150093,0.962322
ENSG00000254087,ENSG00000133703,0.996432
ENSG00000163558,ENSG00000133703,0.991448
ENSG00000155380,ENSG00000133703,0.989348
ENSG00000133703,ENSG00000197694,0.956968
ENSG00000213281,ENSG00000184702,0.965122
ENSG00000213281,ENSG00000103222,0.99381
ENSG00000163554,ENSG00000213281,0.950225
ENSG00000241973,ENSG00000213281,0.997948
ENSG00000148400,ENSG00000213281,0.989703
ENSG00000075413,ENSG00000213281,0.961517
ENSG00000118640,ENSG00000213281,0.986563
ENSG00000069974,ENSG00000213281,0.98046
ENSG00000254087,ENSG00000213281,0.993879
ENSG00000213281,ENSG00000163558,0.991225
ENSG00000075711,ENSG00000213281,0.983466
ENSG00000213281,ENSG00000147065,0.950765
ENSG00000213281,ENSG00000115806,0.991882
ENSG00000213281,ENSG00000197694,0.963656
ENSG00000169252,ENSG00000141736,0.99824
ENSG00000082701,ENSG00000169047,0.984294
ENSG00000067369,ENSG00000110344,0.976741
ENSG00000111859,ENSG00000026025,0.956843
ENSG00000100345,ENSG00000111859,0.960873
ENSG00000186153,ENSG00000087470,0.951202
ENSG00000186153,ENSG00000109919,0.958543
ENSG00000165637,ENSG00000186153,0.959404
ENSG00000103160,ENSG00000186153,0.971694
ENSG00000186153,ENSG00000143761,0.963473
ENSG00000132305,ENSG00000186153,0.964437
ENSG00000140983,ENSG00000186153,0.968483
ENSG00000099800,ENSG00000186153,0.959612
ENSG00000165629,ENSG00000186153,0.952298
ENSG00000186153,ENSG00000138029,0.9683
ENSG00000114416,ENSG00000106462,0.964187
ENSG00000106462,ENSG00000196235,0.981167
ENSG00000106462,ENSG00000125484,0.989768
ENSG00000115207,ENSG00000106462,0.987332
ENSG00000106462,ENSG00000119041,0.993165
ENSG00000167548,ENSG00000106462,0.975074
ENSG00000106462,ENSG00000167986,0.978542
ENSG00000106462,ENSG00000182481,0.958398
ENSG00000106462,ENSG00000066117,0.99642
ENSG00000106462,ENSG00000100603,0.983374
ENSG00000106462,ENSG00000171566,0.978773
ENSG00000164985,ENSG00000106462,0.979063
ENSG00000158941,ENSG00000106462,0.956223
ENSG00000106462,ENSG00000101343,0.955009
ENSG00000106462,ENSG00000101361,0.973832
ENSG00000099956,ENSG00000106462,0.997214
ENSG00000133884,ENSG00000106462,0.986232
ENSG00000106462,ENSG00000131914,0.962544
ENSG00000106462,ENSG00000071655,0.966429
ENSG00000108424,ENSG00000106462,0.975612
ENSG00000106462,ENSG00000160917,0.989187
ENSG00000106462,ENSG00000100029,0.962667
ENSG00000100722,ENSG00000106462,0.977696
ENSG00000172534,ENSG00000106462,0.995785
ENSG00000180198,ENSG00000106462,0.980571
ENSG00000111581,ENSG00000106462,0.962951
ENSG00000106462,ENSG00000166197,0.97929
ENSG00000170473,ENSG00000106462,0.975886
ENSG00000166508,ENSG00000106462,0.989116
ENSG00000106462,ENSG00000161956,0.997062
ENSG00000106462,ENSG00000100138,0.988109
ENSG00000106462,ENSG00000206560,0.991693
ENSG00000106462,ENSG00000109536,0.964888
ENSG00000106462,ENSG00000204256,0.96949
ENSG00000100297,ENSG00000106462,0.994229
ENSG00000102081,ENSG00000106462,0.969457
ENSG00000164754,ENSG00000106462,0.983828
ENSG00000065526,ENSG00000106462,0.975776
ENSG00000145220,ENSG00000106462,0.985425
ENSG00000106462,ENSG00000141867,0.979052
ENSG00000106462,ENSG00000084093,0.991464
ENSG00000186298,ENSG00000106462,0.980746
ENSG00000149948,ENSG00000106462,0.979692
ENSG00000168214,ENSG00000106462,0.997061
ENSG00000163002,ENSG00000106462,0.950856
ENSG00000106462,ENSG00000120699,0.971259
ENSG00000106462,ENSG00000093000,0.979786
ENSG00000106462,ENSG00000155438,0.968458
ENSG00000112984,ENSG00000106462,0.968489
ENSG00000106462,ENSG00000155115,0.978932
ENSG00000105486,ENSG00000106462,0.961661
ENSG00000106462,ENSG00000099381,0.999693
ENSG00000065883,ENSG00000106462,0.982913
ENSG00000106462,ENSG00000100888,0.999416
ENSG00000106462,ENSG00000102753,0.963654
ENSG00000049541,ENSG00000106462,0.969049
ENSG00000163602,ENSG00000106462,0.988183
ENSG00000106462,ENSG00000132646,0.975831
ENSG00000106462,ENSG00000118058,0.99976
ENSG00000106462,ENSG00000169057,0.990603
ENSG00000106462,ENSG00000105373,0.954825
ENSG00000106462,ENSG00000143569,0.999352
ENSG00000108840,ENSG00000106462,0.995609
ENSG00000106462,ENSG00000169925,0.967777
ENSG00000106462,ENSG00000185787,0.99153
ENSG00000170004,ENSG00000106462,0.961267
ENSG00000178691,ENSG00000077235,0.981329
ENSG00000178691,ENSG00000127616,0.998776
ENSG00000178691,ENSG00000173473,0.997476
ENSG00000113810,ENSG00000178691,0.954093
ENSG00000096401,ENSG00000178691,0.984292
ENSG00000178691,ENSG00000136824,0.989174
ENSG00000167986,ENSG00000178691,0.970904
ENSG00000109805,ENSG00000178691,0.974868
ENSG00000149136,ENSG00000178691,0.975101
ENSG00000075292,ENSG00000178691,0.962709
ENSG00000178691,ENSG00000158545,0.980012
ENSG00000178691,ENSG00000099956,0.992148
ENSG00000129691,ENSG00000178691,0.99478
ENSG00000108424,ENSG00000178691,0.973542
ENSG00000172534,ENSG00000178691,0.995862
ENSG00000121892,ENSG00000178691,0.972179
ENSG00000178691,ENSG00000099954,0.95308
ENSG00000178691,ENSG00000164754,0.996282
ENSG00000178691,ENSG00000084093,0.9694
ENSG00000178691,ENSG00000149948,0.971965
ENSG00000168214,ENSG00000178691,0.995882
ENSG00000120699,ENSG00000178691,0.969269
ENSG00000073111,ENSG00000178691,0.998003
ENSG00000178691,ENSG00000070770,0.99309
ENSG00000178691,ENSG00000099381,0.984435
ENSG00000178691,ENSG00000090273,0.95314
ENSG00000178691,ENSG00000132646,0.988908
ENSG00000178691,ENSG00000104738,0.995372
ENSG00000120688,ENSG00000178691,0.973298
ENSG00000178691,ENSG00000162961,0.993196
ENSG00000178999,ENSG00000178691,0.979241
ENSG00000158290,ENSG00000178691,0.965699
ENSG00000176444,ENSG00000178691,0.976608
ENSG00000072501,ENSG00000106462,0.970073
ENSG00000129691,ENSG00000106462,0.999704
ENSG00000111530,ENSG00000106462,0.967078
ENSG00000106462,ENSG00000166848,0.967151
ENSG00000159692,ENSG00000106462,0.998046
ENSG00000106462,ENSG00000116670,0.954259
ENSG00000106462,ENSG00000123562,0.966869
ENSG00000106462,ENSG00000120688,0.982701
ENSG00000106462,ENSG00000023734,0.973952
ENSG00000166949,ENSG00000106462,0.996054
ENSG00000125484,ENSG00000178691,0.966531
ENSG00000178691,ENSG00000092201,0.983393
ENSG00000178691,ENSG00000154473,0.978365
ENSG00000178691,ENSG00000069248,0.975559
ENSG00000178691,ENSG00000186298,0.988881
ENSG00000178691,ENSG00000166949,0.994446
ENSG00000215301,ENSG00000160957,0.952259
ENSG00000160957,ENSG00000135486,0.955531
ENSG00000160957,ENSG00000174231,0.9514
ENSG00000160957,ENSG00000104852,0.966855
ENSG00000120948,ENSG00000160957,0.953755
ENSG00000113387,ENSG00000141510,0.957933
ENSG00000137203,ENSG00000146648,0.967063
ENSG00000128052,ENSG00000150093,0.993255
ENSG00000124762,ENSG00000004487,0.984742
ENSG00000171862,ENSG00000213341,0.989801
ENSG00000073111,ENSG00000171320,0.994966
ENSG00000100297,ENSG00000171320,0.980396
ENSG00000166508,ENSG00000171320,0.991966
ENSG00000164305,ENSG00000141510,0.994557
ENSG00000168036,ENSG00000136997,0.981098
ENSG00000136997,ENSG00000196628,0.997883
ENSG00000080824,ENSG00000112851,0.976633
ENSG00000079785,ENSG00000113712,0.984571
ENSG00000113712,ENSG00000171862,0.992879
ENSG00000039068,ENSG00000072110,0.997682
ENSG00000184009,ENSG00000039068,0.962519
ENSG00000143398,ENSG00000146648,0.970856
ENSG00000145675,ENSG00000100311,0.959183
ENSG00000130956,ENSG00000113712,0.959251
ENSG00000130956,ENSG00000129245,0.956933
ENSG00000130956,ENSG00000132676,0.952339
ENSG00000204531,ENSG00000103266,0.973751
ENSG00000070831,ENSG00000103266,0.97069
ENSG00000198563,ENSG00000103266,0.968706
ENSG00000138668,ENSG00000103266,0.968681
ENSG00000103266,ENSG00000041357,0.965983
ENSG00000103266,ENSG00000067560,0.971464
ENSG00000026025,ENSG00000103266,0.964408
ENSG00000103266,ENSG00000108953,0.953045
ENSG00000109670,ENSG00000143569,0.996836
ENSG00000109670,ENSG00000128731,0.974543
ENSG00000086758,ENSG00000109670,0.970513
ENSG00000109670,ENSG00000100567,0.953266
ENSG00000108344,ENSG00000109670,0.993591
ENSG00000109670,ENSG00000128573,0.964937
ENSG00000164754,ENSG00000109670,0.957508
ENSG00000109670,ENSG00000196591,0.9956
ENSG00000109670,ENSG00000111642,0.971319
ENSG00000113712,ENSG00000109670,0.968269
ENSG00000082898,ENSG00000109670,0.970901
ENSG00000108424,ENSG00000109670,0.956862
ENSG00000109670,ENSG00000131051,0.963796
ENSG00000109670,ENSG00000137267,0.991998
ENSG00000166851,ENSG00000121481,0.986172
ENSG00000136717,ENSG00000184009,0.999248
ENSG00000150093,ENSG00000105976,0.995126
ENSG00000133703,ENSG00000146648,0.986732
ENSG00000146648,ENSG00000144566,0.998612
ENSG00000077782,ENSG00000174791,0.979956
ENSG00000116030,ENSG00000082898,0.998168
ENSG00000101266,ENSG00000073282,0.983736
ENSG00000143632,ENSG00000130402,0.998547
ENSG00000142208,ENSG00000175866,0.989238
ENSG00000181449,ENSG00000127616,0.993287
ENSG00000183337,ENSG00000181449,0.987074
ENSG00000181449,ENSG00000125686,0.955931
ENSG00000196781,ENSG00000181449,0.976934
ENSG00000181449,ENSG00000004487,0.98237
ENSG00000072501,ENSG00000181449,0.962545
ENSG00000181449,ENSG00000177463,0.959277
ENSG00000181449,ENSG00000073282,0.970137
ENSG00000148737,ENSG00000181449,0.99881
ENSG00000181449,ENSG00000137203,0.976113
ENSG00000100393,ENSG00000181449,0.997665
ENSG00000121481,ENSG00000181449,0.978212
ENSG00000181449,ENSG00000135446,0.983134
ENSG00000115289,ENSG00000181449,0.991637
ENSG00000181449,ENSG00000177606,0.999361
ENSG00000126581,ENSG00000141736,0.981355
ENSG00000110063,ENSG00000138029,0.961722
ENSG00000197785,ENSG00000110063,0.993289
ENSG00000103995,ENSG00000110063,0.956108
ENSG00000153201,ENSG00000110063,0.956485
ENSG00000110063,ENSG00000090273,0.952735
ENSG00000110063,ENSG00000141959,0.974206
ENSG00000100345,ENSG00000142208,0.992082
ENSG00000142208,ENSG00000198087,0.993881
ENSG00000145349,ENSG00000142208,0.988496
ENSG00000014216,ENSG00000142208,0.962203
ENSG00000183684,ENSG00000181222,0.957797
ENSG00000151849,ENSG00000123416,0.992883
ENSG00000130340,ENSG00000121879,0.978159
ENSG00000130340,ENSG00000241973,0.998966
ENSG00000172115,ENSG00000165280,0.986543
ENSG00000198838,ENSG00000165280,0.97639
ENSG00000165280,ENSG00000169714,0.958854
ENSG00000185591,ENSG00000142208,0.968436
ENSG00000137693,ENSG00000145604,0.979621
ENSG00000149480,ENSG00000183337,0.969839
ENSG00000183337,ENSG00000094916,0.970273
ENSG00000137486,ENSG00000118689,0.989649
ENSG00000129691,ENSG00000180182,0.964555
ENSG00000197616,ENSG00000091831,0.985663
ENSG00000156970,ENSG00000113575,0.988934
ENSG00000196510,ENSG00000113575,0.983
ENSG00000197122,ENSG00000081237,0.99116
ENSG00000143870,ENSG00000265972,0.979527
ENSG00000083520,ENSG00000265972,0.966416
ENSG00000196961,ENSG00000265972,0.973184
ENSG00000108424,ENSG00000265972,0.974378
ENSG00000265972,ENSG00000159352,0.965717
ENSG00000197785,ENSG00000265972,0.952515
ENSG00000185345,ENSG00000183735,0.979295
ENSG00000175104,ENSG00000185345,0.992225
ENSG00000179295,ENSG00000121879,0.986582
ENSG00000145675,ENSG00000165637,0.989478
ENSG00000136731,ENSG00000145675,0.982162
ENSG00000150991,ENSG00000145675,0.987628
ENSG00000145675,ENSG00000183684,0.990649
ENSG00000139613,ENSG00000145675,0.979135
ENSG00000145675,ENSG00000058272,0.977523
ENSG00000127616,ENSG00000145675,0.986338
ENSG00000145675,ENSG00000065978,0.98436
ENSG00000145675,ENSG00000137807,0.986746
ENSG00000145675,ENSG00000170759,0.976748
ENSG00000145675,ENSG00000143621,0.975141
ENSG00000204628,ENSG00000145675,0.963829
ENSG00000145675,ENSG00000140740,0.989898
ENSG00000145675,ENSG00000100519,0.990699
ENSG00000145675,ENSG00000165916,0.990081
ENSG00000108953,ENSG00000145675,0.987195
ENSG00000171862,ENSG00000145675,0.978487
ENSG00000135446,ENSG00000141510,0.999308
ENSG00000132470,ENSG00000115884,0.998966
ENSG00000141736,ENSG00000115884,0.995598
ENSG00000172216,ENSG00000129315,0.984381
ENSG00000172216,ENSG00000136807,0.987874
ENSG00000166225,ENSG00000102882,0.975985
ENSG00000087586,ENSG00000091831,0.989749
ENSG00000132383,ENSG00000100297,0.996952
ENSG00000117748,ENSG00000076003,0.999257
ENSG00000117748,ENSG00000166508,0.999204
ENSG00000117748,ENSG00000123374,0.998878
ENSG00000117748,ENSG00000135446,0.99791
ENSG00000132383,ENSG00000135446,0.993691
ENSG00000102882,ENSG00000170345,0.986787
ENSG00000112164,ENSG00000105974,0.950096
ENSG00000157985,ENSG00000197122,0.954825
ENSG00000135046,ENSG00000063660,0.952518
ENSG00000150093,ENSG00000063660,0.986275
ENSG00000063660,ENSG00000196924,0.976174
ENSG00000196363,ENSG00000181449,0.985776
ENSG00000117222,ENSG00000181449,0.986623
ENSG00000181449,ENSG00000129691,0.978298
ENSG00000165125,ENSG00000133961,0.992082
ENSG00000092820,ENSG00000196549,0.981058
ENSG00000094631,ENSG00000142208,0.992976
ENSG00000142208,ENSG00000167552,0.996901
ENSG00000183684,ENSG00000084093,0.971288
ENSG00000084093,ENSG00000110955,0.988621
ENSG00000084093,ENSG00000122565,0.99079
ENSG00000135829,ENSG00000084093,0.992377
ENSG00000066044,ENSG00000084093,0.964306
ENSG00000105202,ENSG00000084093,0.978494
ENSG00000084093,ENSG00000189060,0.983313
ENSG00000234289,ENSG00000084093,0.97849
ENSG00000187837,ENSG00000084093,0.983128
ENSG00000275713,ENSG00000084093,0.957769
ENSG00000203852,ENSG00000084093,0.970708
ENSG00000084093,ENSG00000138668,0.970692
ENSG00000084093,ENSG00000169813,0.990747
ENSG00000084093,ENSG00000099783,0.975817
ENSG00000084093,ENSG00000153187,0.966979
ENSG00000182481,ENSG00000084093,0.9591
ENSG00000084093,ENSG00000145220,0.954167
ENSG00000084093,ENSG00000015479,0.96144
ENSG00000084093,ENSG00000147140,0.954907
ENSG00000070756,ENSG00000084093,0.954054
ENSG00000213639,ENSG00000084093,0.972757
ENSG00000084093,ENSG00000164985,0.988269
ENSG00000084093,ENSG00000147274,0.961223
ENSG00000147403,ENSG00000084093,0.95484
ENSG00000084093,ENSG00000198755,0.955015
ENSG00000084093,ENSG00000142676,0.956614
ENSG00000197958,ENSG00000084093,0.960693
ENSG00000084093,ENSG00000167526,0.953882
ENSG00000084093,ENSG00000174748,0.952341
ENSG00000084093,ENSG00000265681,0.950676
ENSG00000063177,ENSG00000084093,0.954637
ENSG00000084093,ENSG00000105640,0.969392
ENSG00000084093,ENSG00000125691,0.973
ENSG00000084093,ENSG00000198242,0.95654
ENSG00000084093,ENSG00000131469,0.956774
ENSG00000084093,ENSG00000166441,0.959952
ENSG00000136942,ENSG00000084093,0.956609
ENSG00000084093,ENSG00000172809,0.960043
ENSG00000084093,ENSG00000122406,0.96607
ENSG00000084093,ENSG00000089009,0.958765
ENSG00000147604,ENSG00000084093,0.9517
ENSG00000084093,ENSG00000163682,0.96588
ENSG00000084093,ENSG00000124614,0.952539
ENSG00000084093,ENSG00000142534,0.958574
ENSG00000084093,ENSG00000164587,0.961185
ENSG00000084093,ENSG00000105193,0.953993
ENSG00000105372,ENSG00000084093,0.96024
ENSG00000140988,ENSG00000084093,0.977152
ENSG00000186468,ENSG00000084093,0.953885
ENSG00000084093,ENSG00000137154,0.994916
ENSG00000084093,ENSG00000171863,0.951243
ENSG00000142937,ENSG00000084093,0.957879
ENSG00000084093,ENSG00000104897,0.953466
ENSG00000084093,ENSG00000115524,0.962886
ENSG00000084093,ENSG00000087365,0.959536
ENSG00000084093,ENSG00000116560,0.964684
ENSG00000084093,ENSG00000005022,0.953413
ENSG00000131876,ENSG00000084093,0.96286
ENSG00000182004,ENSG00000084093,0.97333
ENSG00000076382,ENSG00000084093,0.958799
ENSG00000100650,ENSG00000084093,0.957256
ENSG00000084093,ENSG00000135316,0.951493
ENSG00000183311,ENSG00000084093,0.991558
ENSG00000084093,ENSG00000065978,0.979195
ENSG00000084093,ENSG00000137309,0.989271
ENSG00000084093,ENSG00000181163,0.958892
ENSG00000084093,ENSG00000130726,0.985765
ENSG00000188612,ENSG00000080345,0.963237
ENSG00000080345,ENSG00000067369,0.998535
ENSG00000123700,ENSG00000134318,0.958344
ENSG00000100644,ENSG00000069667,0.990855
ENSG00000198561,ENSG00000160293,0.954075
ENSG00000172062,ENSG00000161011,0.980834
ENSG00000177885,ENSG00000100351,0.993087
ENSG00000100393,ENSG00000111206,0.995893
ENSG00000096717,ENSG00000111206,0.982
ENSG00000166266,ENSG00000185338,0.98482
ENSG00000185338,ENSG00000171862,0.969944
ENSG00000100387,ENSG00000185338,0.985255
ENSG00000152518,ENSG00000169925,0.964259
ENSG00000108312,ENSG00000100393,0.978227
ENSG00000124762,ENSG00000183765,0.985191
ENSG00000275714,ENSG00000127337,0.95718
ENSG00000101146,ENSG00000258947,0.993015
ENSG00000101146,ENSG00000138778,0.952091
ENSG00000101146,ENSG00000166851,0.95662
ENSG00000077782,ENSG00000259207,0.996627
ENSG00000100644,ENSG00000111206,0.986216
ENSG00000168036,ENSG00000165731,0.972261
ENSG00000170889,ENSG00000136997,0.973099
ENSG00000148773,ENSG00000136997,0.973809
ENSG00000136997,ENSG00000111641,0.996999
ENSG00000141367,ENSG00000136997,0.960262
ENSG00000136997,ENSG00000173692,0.995288
ENSG00000136997,ENSG00000143549,0.99444
ENSG00000136997,ENSG00000165283,0.952473
ENSG00000087365,ENSG00000136997,0.985492
ENSG00000136997,ENSG00000126524,0.986677
ENSG00000136997,ENSG00000124214,0.954771
ENSG00000165637,ENSG00000136997,0.995172
