ID,logFC_CBE_Mayo,custom_direction_CBE_Mayo,logFC_TCX_Mayo,direction_TCX_Mayo
ENSG00000103852,-0.077002503,NONE,0.286868662,UP
ENSG00000166676,-0.081000836,NONE,-0.22578715,NONE
ENSG00000153066,-0.060018157,NONE,0.09570249,NONE
ENSG00000153443,-0.064788959,NONE,-0.061705833,NONE
ENSG00000103275,-0.028012885,NONE,-0.141313649,NONE
ENSG00000118900,0.137538066,NONE,-0.133728401,NONE
ENSG00000140553,0.080314627,NONE,-0.052909312,NONE
ENSG00000059145,0.145878966,NONE,-0.002852096,NONE
ENSG00000187555,0.089970266,NONE,-0.025126242,NONE
ENSG00000274334,NA,NA,NA,NA
ENSG00000184056,-0.237472521,NONE,-0.30748329,DOWN
ENSG00000185596,-0.093471321,NONE,-0.256408348,NONE
ENSG00000234769,NA,NA,NA,NA
ENSG00000231439,0.311145652,NONE,0.175294115,NONE
ENSG00000127580,0.088075467,NONE,-0.024154926,NONE
ENSG00000161996,-0.065223979,NONE,-0.139422009,NONE
ENSG00000140527,-0.448521669,Down,-0.068006793,NONE
ENSG00000127578,0.306554738,UP,0.152090576,NONE
ENSG00000122299,-0.138146733,NONE,-0.088645629,NONE
ENSG00000103343,0.159210159,NONE,0.014436653,NONE
ENSG00000010539,-0.224963582,NONE,-0.109647994,NONE
ENSG00000122386,-0.081016734,NONE,0.066634204,NONE
ENSG00000085644,-0.160290399,NONE,-0.161588899,NONE
ENSG00000263072,-0.391539568,Down,-0.437946974,DOWN
ENSG00000006194,0.139746385,NONE,0.029958247,NONE
ENSG00000103199,-0.228250765,NONE,-0.252988572,NONE
ENSG00000167981,0.041827416,NONE,-0.192011069,NONE
ENSG00000167962,0.090727577,NONE,0.102484024,NONE
ENSG00000140548,-0.1944027,NONE,-0.032520225,NONE
ENSG00000259291,-0.792267173,Down,-0.49709088,DOWN
ENSG00000162086,-0.272520893,Down,-0.143244343,NONE
ENSG00000196391,-0.077651066,NONE,-0.131744948,NONE
ENSG00000278183,NA,NA,NA,NA
ENSG00000140798,0.334850249,NONE,-0.651728711,DOWN
ENSG00000183549,-0.157436474,NONE,0.314992967,NONE
ENSG00000121281,0.404789071,UP,0.133002793,NONE
ENSG00000149925,0.014426345,NONE,0.008314308,NONE
ENSG00000175311,-0.216728592,NONE,-0.474967416,DOWN
ENSG00000184730,-0.073007694,NONE,0.261979262,NONE
ENSG00000140750,-0.22212406,NONE,0.127691822,NONE
ENSG00000170540,-0.029483335,NONE,-0.071236465,NONE
ENSG00000140691,0.033200221,NONE,-0.023247683,NONE
ENSG00000174939,-0.357691578,Down,-0.405258793,DOWN
ENSG00000196296,-0.045079989,NONE,-0.224825232,NONE
ENSG00000168488,0.015089653,NONE,0.04778525,NONE
ENSG00000103507,0.092696325,NONE,-0.234648227,NONE
ENSG00000099385,0.062585703,NONE,0.009482899,NONE
ENSG00000183336,NA,NA,NA,NA
ENSG00000169627,NA,NA,NA,NA
ENSG00000166164,-0.010929979,NONE,0.095178767,NONE
ENSG00000278823,NA,NA,NA,NA
ENSG00000140688,-0.174384462,NONE,-0.254648549,NONE
ENSG00000155330,-0.066238679,NONE,-0.273124316,DOWN
ENSG00000167194,-0.038069612,NONE,-0.126261611,NONE
ENSG00000006116,0.082810545,NONE,-0.48353857,DOWN
ENSG00000102924,-0.02964695,NONE,-0.070142909,NONE
ENSG00000103540,0.129999409,NONE,0.199681258,NONE
ENSG00000169217,0.093852093,NONE,-0.011216366,NONE
ENSG00000103502,-0.167964036,NONE,-0.054266915,NONE
ENSG00000140743,0.029200168,NONE,-0.224724858,NONE
ENSG00000188603,NA,NA,NA,NA
ENSG00000131797,0.238018662,NONE,-0.194790394,NONE
ENSG00000205423,-0.114734045,NONE,-0.108098194,NONE
ENSG00000168434,0.03760625,NONE,0.004782008,NONE
ENSG00000167186,-0.008914932,NONE,-0.126399968,NONE
ENSG00000102879,0.0107659,NONE,-0.106218159,NONE
ENSG00000103316,-0.401621186,Down,-0.547884109,DOWN
ENSG00000150281,0.060451338,NONE,0.499259237,UP
ENSG00000083799,-0.097799513,NONE,-0.054579155,NONE
ENSG00000166847,0.116872119,NONE,0.004477524,NONE
ENSG00000179958,0.111602216,NONE,-0.004906462,NONE
ENSG00000188215,-0.040020713,NONE,-0.062455677,NONE
ENSG00000069345,0.049125108,NONE,-0.121499854,NONE
ENSG00000149927,-0.050891748,NONE,-0.282052626,DOWN
ENSG00000103356,0.225967234,NONE,-0.050010463,NONE
ENSG00000103319,-0.085060496,NONE,0.174395001,NONE
ENSG00000184110,-0.004896058,NONE,-0.110213472,NONE
ENSG00000205609,NA,NA,NA,NA
ENSG00000196678,-0.06246531,NONE,0.028314301,NONE
ENSG00000134398,NA,NA,NA,NA
ENSG00000149926,-0.188824743,NONE,0.013699649,NONE
ENSG00000156860,0.011273692,NONE,0.030040799,NONE
ENSG00000099364,-0.099685208,NONE,-0.055112381,NONE
ENSG00000260852,0.402381014,UP,-0.059223972,NONE
ENSG00000276914,NA,NA,NA,NA
ENSG00000089280,-0.321847649,Down,-0.227960298,NONE
ENSG00000006007,-0.045536742,NONE,-0.033454465,NONE
ENSG00000102886,0.226263438,NONE,0.043627423,NONE
ENSG00000103365,0.016823952,NONE,0.073227777,NONE
ENSG00000167191,0.283486493,UP,0.474919683,UP
ENSG00000166123,0.069147717,NONE,0.362533229,UP
ENSG00000169181,-0.037443956,NONE,0.207981491,NONE
ENSG00000077235,0.049191264,NONE,-0.056845257,NONE
ENSG00000155393,-0.273021132,Down,-0.163698669,NONE
ENSG00000260644,NA,NA,NA,NA
ENSG00000261599,NA,NA,NA,NA
ENSG00000149929,-0.055638436,NONE,-0.043003842,NONE
ENSG00000224578,-0.259160248,NONE,-0.230562203,NONE
ENSG00000122254,0.308324938,NONE,0.033492828,NONE
ENSG00000182601,0.414077005,UP,0.210714952,NONE
ENSG00000099377,0.374041862,UP,0.369502048,UP
ENSG00000140749,0.182085405,NONE,-0.054453409,NONE
ENSG00000103522,NA,NA,NA,NA
ENSG00000259954,-0.272601816,NONE,-0.285781002,NONE
ENSG00000197272,NA,NA,NA,NA
ENSG00000077238,0.506970964,UP,0.659389184,UP
ENSG00000169592,-0.203375266,NONE,-0.156674117,NONE
ENSG00000174628,0.059884505,NONE,0.303837499,UP
ENSG00000129636,-0.093286818,NONE,-0.343266905,DOWN
ENSG00000005844,-0.16258239,NONE,0.103962494,NONE
ENSG00000169896,0.29490971,NONE,0.111680474,NONE
ENSG00000140678,0.07042408,NONE,0.087314537,NONE
ENSG00000205730,0.490092229,UP,0.756279501,UP
ENSG00000103510,-0.095616649,NONE,0.007593352,NONE
ENSG00000174943,-0.048987738,NONE,-0.307794026,DOWN
ENSG00000155666,-0.224927272,NONE,-0.264287275,DOWN
ENSG00000047578,0.019288016,NONE,0.119949319,NONE
ENSG00000079616,-0.100886187,NONE,-0.190590435,NONE
ENSG00000103550,9.74E-06,NONE,-0.017573598,NONE
ENSG00000213658,NA,NA,NA,NA
ENSG00000205629,-0.261133418,NONE,-0.132803513,NONE
ENSG00000260034,-0.199378793,NONE,-0.213478206,NONE
ENSG00000224310,-0.485919651,Down,-0.195320731,NONE
ENSG00000262155,0.327637047,UP,-0.248453952,NONE
ENSG00000261325,0.15981841,NONE,-0.404058891,NONE
ENSG00000102910,0.01359531,NONE,0.070197918,NONE
ENSG00000102897,-0.341843112,Down,-0.160096168,NONE
ENSG00000102882,-0.026406756,NONE,0.095723598,NONE
ENSG00000103495,0.247730291,NONE,0.061263519,NONE
ENSG00000197006,0.214581842,NONE,0.173252821,NONE
ENSG00000230872,0.014922386,NONE,-0.12369457,NONE
ENSG00000265991,NA,NA,NA,NA
ENSG00000185716,0.145518522,NONE,0.010124586,NONE
ENSG00000275543,NA,NA,NA,NA
ENSG00000013364,0.059360881,NONE,0.108500755,NONE
ENSG00000276480,NA,NA,NA,NA
ENSG00000140795,NA,NA,NA,NA
ENSG00000180209,NA,NA,NA,NA
ENSG00000102921,-0.027891339,NONE,0.063316605,NONE
ENSG00000275911,NA,NA,NA,NA
ENSG00000004779,0.050354219,NONE,-0.044805814,NONE
ENSG00000171208,0.081572578,NONE,-0.209193212,NONE
ENSG00000176953,-0.134562984,NONE,-0.214430194,NONE
ENSG00000140807,-0.076975616,NONE,0.085479725,NONE
ENSG00000167207,NA,NA,NA,NA
ENSG00000185164,0.394704868,UP,-0.171809653,NONE
ENSG00000278087,NA,NA,NA,NA
ENSG00000254206,-0.518755187,Down,-0.231813097,NONE
ENSG00000169203,-0.429422097,Down,-0.624253272,DOWN
ENSG00000198064,-0.579576074,Down,-0.125560481,NONE
ENSG00000169246,-0.194951136,NONE,-0.459592861,DOWN
ENSG00000185864,-0.432929309,Down,-0.498818605,DOWN
ENSG00000243716,-0.341923883,Down,-0.362001566,DOWN
ENSG00000198156,0.02276826,NONE,0.154287454,NONE
ENSG00000188599,-0.143588424,NONE,0.272481236,NONE
ENSG00000169189,-0.22567237,NONE,-0.11570309,NONE
ENSG00000275779,NA,NA,NA,NA
ENSG00000176046,-0.015693072,NONE,0.825893371,UP
ENSG00000175938,-0.199310463,NONE,0.021574308,NONE
ENSG00000091651,-0.431250968,Down,-0.449668181,DOWN
ENSG00000280789,-0.041450664,NONE,0.206224288,NONE
ENSG00000083093,-0.078754681,NONE,-0.033692857,NONE
ENSG00000169340,NA,NA,NA,NA
ENSG00000275498,NA,NA,NA,NA
ENSG00000155714,-0.044309259,NONE,-0.185452982,NONE
ENSG00000102893,0.082884324,NONE,0.077008393,NONE
ENSG00000156873,-0.209805601,NONE,-0.239747229,NONE
ENSG00000244257,NA,NA,NA,NA
ENSG00000254681,0.133977663,NONE,-0.078190692,NONE
ENSG00000282086,NA,NA,NA,NA
ENSG00000166851,0.157050754,NONE,0.034528172,NONE
ENSG00000058600,-0.081796515,NONE,-0.07897176,NONE
ENSG00000149923,0.036114076,NONE,0.036586946,NONE
ENSG00000166501,0.232085788,NONE,-0.403139543,DOWN
ENSG00000156858,-0.110631388,NONE,-0.006479018,NONE
ENSG00000167371,-0.258117901,NONE,-0.160587473,NONE
ENSG00000178226,NA,NA,NA,NA
ENSG00000151006,0.408756876,UP,0.194836411,NONE
ENSG00000052344,0.088843872,NONE,-0.065884281,NONE
ENSG00000103490,-0.193936813,NONE,0.009566963,NONE
ENSG00000169900,-0.293864088,NONE,-0.29642927,NONE
ENSG00000103485,-0.13298967,NONE,0.229913767,NONE
ENSG00000177548,-0.075112667,NONE,-0.069573591,NONE
ENSG00000122257,0.055354065,NONE,0.125812074,NONE
ENSG00000005189,-0.510196695,Down,-0.46082283,DOWN
ENSG00000280039,-0.094632158,NONE,0.162449102,NONE
ENSG00000103549,0.159268474,NONE,0.063627223,NONE
ENSG00000134419,-0.150479765,NONE,-0.027211835,NONE
ENSG00000278494,NA,NA,NA,NA
ENSG00000248124,-0.224371619,NONE,-0.363718287,DOWN
ENSG00000103472,NA,NA,NA,NA
ENSG00000257122,0.027007652,NONE,-0.154842509,NONE
ENSG00000103449,0.293188734,UP,0.470146022,UP
ENSG00000188322,0.065859155,NONE,-0.117214899,NONE
ENSG00000271105,0.254902837,NONE,-0.11835635,NONE
ENSG00000168447,-0.463878229,Down,0.013933289,NONE
ENSG00000166828,-0.159128625,NONE,-0.243693584,NONE
ENSG00000183921,NA,NA,NA,NA
ENSG00000179918,0.570220455,UP,0.098096918,NONE
ENSG00000180096,-0.499244603,Down,-0.380866543,DOWN
ENSG00000099381,-0.020448982,NONE,0.057376849,NONE
ENSG00000174938,-0.167248721,NONE,-0.407859114,DOWN
ENSG00000176476,-0.176273002,NONE,0.124447751,NONE
ENSG00000178188,-0.179051316,NONE,-0.034092599,NONE
ENSG00000171241,0.050759382,NONE,-0.31759497,NONE
ENSG00000196470,-0.072447633,NONE,-0.071925765,NONE
ENSG00000158865,0.132070028,NONE,0.025404174,NONE
ENSG00000140675,0.053865827,NONE,-0.331236484,DOWN
ENSG00000260727,NA,NA,NA,NA
ENSG00000132207,NA,NA,NA,NA
ENSG00000181625,NA,NA,NA,NA
ENSG00000157106,0.16441566,NONE,0.088203588,NONE
ENSG00000237296,0.063225634,NONE,-0.472792262,DOWN
ENSG00000205534,-0.080058876,NONE,-0.228748695,NONE
ENSG00000180747,-0.126422854,NONE,-0.320429709,DOWN
ENSG00000183604,-0.083811724,NONE,-0.372290118,DOWN
ENSG00000254634,NA,NA,NA,NA
ENSG00000271699,NA,NA,NA,NA
ENSG00000197471,0.431844908,UP,0.382854529,NONE
ENSG00000169682,0.043101388,NONE,-0.247637588,NONE
ENSG00000080603,-0.083977573,NONE,-0.06785144,NONE
ENSG00000099365,0.007599438,NONE,-0.244003813,NONE
ENSG00000103496,0.019561339,NONE,-0.074208018,NONE
ENSG00000196502,-0.433206987,Down,-0.451786432,DOWN
ENSG00000197165,0.101152257,NONE,-0.0243703,NONE
ENSG00000261052,NA,NA,NA,NA
ENSG00000213648,NA,NA,NA,NA
ENSG00000103528,-0.163636198,NONE,0.09720746,NONE
ENSG00000149930,-0.023279963,NONE,-0.033623258,NONE
ENSG00000169221,-0.198473345,NONE,-0.238810706,NONE
ENSG00000149922,0.061530696,NONE,0.289389633,NONE
ENSG00000140682,-0.117593854,NONE,0.462675113,UP
ENSG00000066654,-0.037567006,NONE,-0.048931033,NONE
ENSG00000170537,-0.313880407,Down,0.023506478,NONE
ENSG00000011638,-0.146805527,NONE,0.01334959,NONE
ENSG00000149932,-0.181139807,NONE,0.105576417,NONE
ENSG00000090905,-0.153575052,NONE,0.008686956,NONE
ENSG00000177238,-0.423886245,Down,-0.674624921,DOWN
ENSG00000178952,0.1079803,NONE,0.064056537,NONE
ENSG00000103353,0.047321667,NONE,-0.141993392,NONE
ENSG00000140740,-0.095635284,NONE,-0.093645134,NONE
ENSG00000103404,0.277967608,UP,0.175765276,NONE
ENSG00000167397,-0.094433432,NONE,-0.08061289,NONE
ENSG00000069329,0.151140269,NONE,-0.03445689,NONE
ENSG00000103544,-0.157801969,NONE,-0.08575042,NONE
ENSG00000175267,-0.217158682,NONE,-0.378349517,DOWN
ENSG00000169180,-0.124838834,NONE,-0.035416984,NONE
ENSG00000103489,-0.255229116,NONE,0.136096224,NONE
ENSG00000090238,-0.017820058,NONE,0.032808942,NONE
ENSG00000155592,-0.026544644,NONE,-0.197102897,NONE
ENSG00000185947,0.12060527,NONE,0.033269194,NONE
ENSG00000102935,-0.007002817,NONE,0.385689643,UP
ENSG00000180035,-0.209545796,NONE,-0.232120732,NONE
ENSG00000102870,-0.119558873,NONE,-0.225020046,NONE
ENSG00000167395,0.00745031,NONE,0.055977785,NONE
ENSG00000167394,0.200057598,NONE,-0.087344333,NONE
ENSG00000229809,-0.048205868,NONE,-0.06095136,NONE
ENSG00000156853,0.020000161,NONE,0.063970937,NONE
ENSG00000197302,-0.149353648,NONE,-0.31258565,DOWN
ENSG00000169955,-0.190955635,NONE,-0.117335108,NONE
ENSG00000169951,0.013732431,NONE,-0.164311169,NONE
ENSG00000169957,0.120139832,NONE,0.192442807,NONE
ENSG00000179965,0.055890295,NONE,0.027123414,NONE
ENSG00000197162,-0.046303792,NONE,-0.122949328,NONE
ENSG00000176723,-0.096156751,NONE,-0.282145225,DOWN
ENSG00000103310,-0.31836333,NONE,-0.128969123,NONE
ENSG00000090861,0.152813291,NONE,0.121214909,NONE
ENSG00000102977,-0.069269043,NONE,-0.064690736,NONE
ENSG00000176715,-0.257960256,NONE,-0.214313416,NONE
ENSG00000140955,NA,NA,NA,NA
ENSG00000140873,-0.333308682,NONE,-0.477015253,NONE
ENSG00000065457,0.072580068,NONE,-0.157462891,NONE
ENSG00000205336,-0.112021,NONE,0.618650324,UP
ENSG00000166971,0.17927304,NONE,0.059452746,NONE
ENSG00000159461,-0.029617961,NONE,0.047607845,NONE
ENSG00000167522,0.138240791,NONE,-0.013780551,NONE
ENSG00000166747,0.055379143,NONE,0.031259992,NONE
ENSG00000198931,-0.390570176,Down,-0.167310891,NONE
ENSG00000102931,0.372880716,UP,-0.004458618,NONE
ENSG00000166454,-0.018683498,NONE,0.011299205,NONE
ENSG00000064270,-0.226693175,NONE,-0.251421076,NONE
ENSG00000159720,-0.095606637,NONE,-0.149408466,NONE
ENSG00000224470,0.185827442,NONE,0.038763777,NONE
ENSG00000237172,0.340066871,UP,0.287454031,NONE
ENSG00000172530,0.062928041,NONE,-0.004358973,NONE
ENSG00000125124,-0.100293514,NONE,0.259681791,NONE
ENSG00000050820,0.142435192,NONE,-0.017622454,NONE
ENSG00000135697,-0.079078974,NONE,0.099871779,NONE
ENSG00000166546,-0.488025601,Down,-0.367850874,DOWN
ENSG00000166455,0.417410213,UP,0.153785387,NONE
ENSG00000125149,0.155908041,NONE,-0.126624893,NONE
ENSG00000154102,-0.63061274,Down,-0.204963195,NONE
ENSG00000159761,-0.328589984,Down,-0.044562423,NONE
ENSG00000260456,0.207360505,NONE,-0.239016633,NONE
ENSG00000168748,0.091910543,NONE,-0.132423717,NONE
ENSG00000172137,0.08698086,NONE,-0.327556082,NONE
ENSG00000256812,NA,NA,NA,NA
ENSG00000159753,-0.282967933,Down,-0.15068979,NONE
ENSG00000129993,0.101451504,NONE,0.044659732,NONE
ENSG00000067955,-0.092264523,NONE,0.28006389,UP
ENSG00000135736,0.556644275,UP,0.757339208,UP
ENSG00000103021,-0.337026508,Down,-0.370483181,DOWN
ENSG00000039068,0.007810925,NONE,0.285587837,NONE
ENSG00000140937,0.016878607,NONE,0.197975773,NONE
ENSG00000140945,-0.050534596,NONE,-0.533323256,DOWN
ENSG00000129910,-0.083334791,NONE,-0.07531177,NONE
ENSG00000062038,-0.212312029,NONE,-0.325741962,DOWN
ENSG00000179776,0.271123877,NONE,0.502992809,UP
ENSG00000150394,-0.197788354,NONE,-0.539593215,DOWN
ENSG00000185324,-0.086190749,NONE,-0.080087318,NONE
ENSG00000167513,-0.049777106,NONE,-0.48722263,DOWN
ENSG00000166446,0.111917582,NONE,0.038674732,NONE
ENSG00000166451,0.090854393,NONE,-0.007263663,NONE
ENSG00000102901,-0.058347064,NONE,-0.141058392,NONE
ENSG00000172831,-0.101348115,NONE,-0.421768423,DOWN
ENSG00000172828,0.219840041,NONE,-0.343485991,DOWN
ENSG00000172824,-0.363193767,Down,-0.521761634,DOWN
ENSG00000070761,-0.00169446,NONE,-0.050347323,NONE
ENSG00000153774,-0.037436776,NONE,-0.051567776,NONE
ENSG00000177200,0.321473743,UP,0.107694831,NONE
ENSG00000131165,0.030691618,NONE,0.041985281,NONE
ENSG00000135702,-0.232828538,NONE,-0.18410629,NONE
ENSG00000183196,0.536492762,UP,0.72237986,UP
ENSG00000168802,0.245763412,NONE,0.236081313,NONE
ENSG00000005194,-0.107630624,NONE,-0.16958148,NONE
ENSG00000217555,NA,NA,NA,NA
ENSG00000254788,NA,NA,NA,NA
ENSG00000157322,NA,NA,NA,NA
ENSG00000140839,0.378116616,UP,0.479969658,UP
ENSG00000103121,-0.303972156,Down,-0.231241957,NONE
ENSG00000153815,-0.014345308,NONE,-0.158478306,NONE
ENSG00000089505,0.333705003,UP,0.161907086,NONE
ENSG00000140931,0.102995506,NONE,0.432084691,UP
ENSG00000183723,0.248677456,NONE,0.35261986,UP
ENSG00000180917,0.120751467,NONE,0.250663953,NONE
ENSG00000070729,-0.057961122,NONE,-0.736146227,DOWN
ENSG00000125107,0.435143652,UP,0.256144681,NONE
ENSG00000152910,0.004595504,NONE,-0.247055794,NONE
ENSG00000103051,-0.109551348,NONE,0.065527388,NONE
ENSG00000213380,0.093945477,NONE,0.083026709,NONE
ENSG00000088682,-0.11131837,NONE,-0.017040554,NONE
ENSG00000103187,-0.112210201,NONE,0.251674121,NONE
ENSG00000131143,-0.201320576,NONE,-0.133930564,NONE
ENSG00000140848,-0.173819933,NONE,0.084333411,NONE
ENSG00000178773,-0.101149853,NONE,-0.387393225,DOWN
ENSG00000103196,0.554177287,UP,0.311227461,UP
ENSG00000245694,-0.034655931,NONE,0.369334442,UP
ENSG00000070770,0.003694258,NONE,0.018796444,NONE
ENSG00000102974,0.156794263,NONE,0.101683988,NONE
ENSG00000141086,NA,NA,NA,NA
ENSG00000174177,0.16198036,NONE,-0.028695889,NONE
ENSG00000006210,-0.018660862,NONE,-0.080951025,NONE
ENSG00000103018,-0.027865726,NONE,0.144984823,NONE
ENSG00000051523,0.367544921,UP,0.270876942,NONE
ENSG00000168872,-0.151569351,NONE,-0.189766947,NONE
ENSG00000157349,-0.093040641,NONE,-0.134735738,NONE
ENSG00000182810,-0.14991379,NONE,-0.125231961,NONE
ENSG00000102967,-0.027646441,NONE,-0.187578724,NONE
ENSG00000140829,0.259813885,NONE,0.082877719,NONE
ENSG00000154099,0.291769202,UP,-0.205617938,NONE
ENSG00000125170,0.06972564,NONE,-0.131278159,NONE
ENSG00000167264,-0.380144616,Down,-0.252130798,NONE
ENSG00000135720,0.272324459,UP,0.008246192,NONE
ENSG00000168589,-0.410197088,Down,-0.058065224,NONE
ENSG00000205250,0.190862626,NONE,0.146596864,NONE
ENSG00000038358,0.344106872,UP,-0.007777477,NONE
ENSG00000102890,-0.027267961,NONE,-0.179288522,NONE
ENSG00000131148,0.004879263,NONE,0.103167502,NONE
ENSG00000124074,-0.30916071,Down,-0.05109197,NONE
ENSG00000103067,-0.010851072,NONE,-0.111235662,NONE
ENSG00000179044,-0.028991775,NONE,-0.414674184,DOWN
ENSG00000223496,-0.199664374,NONE,-0.314214642,DOWN
ENSG00000103089,-0.18170139,NONE,-0.019644601,NONE
ENSG00000172775,-0.195385081,NONE,-0.084746405,NONE
ENSG00000166595,0.043274425,NONE,0.122583715,NONE
ENSG00000135722,-0.076579454,NONE,-0.205055006,NONE
ENSG00000103264,0.117544348,NONE,0.042669018,NONE
ENSG00000268388,0.384270748,UP,0.420542121,UP
ENSG00000135723,0.071628959,NONE,-0.019403838,NONE
ENSG00000103241,0.391930989,UP,0.420080505,UP
ENSG00000140718,0.074211564,NONE,-0.163435309,NONE
ENSG00000157353,-0.212782496,NONE,-0.08134663,NONE
ENSG00000034713,0.049595782,NONE,0.012101123,NONE
ENSG00000141012,0.018358025,NONE,0.067921383,NONE
ENSG00000261609,-0.132512269,NONE,0.267555955,UP
ENSG00000140905,-0.259195686,NONE,-0.129017384,NONE
ENSG00000141098,-0.074180994,NONE,-0.058966423,NONE
ENSG00000131153,0.012630955,NONE,-0.378918558,DOWN
ENSG00000181938,0.167246543,NONE,0.104358297,NONE
ENSG00000090863,-0.183199599,NONE,0.028814265,NONE
ENSG00000087258,-0.191183809,NONE,0.076172651,NONE
ENSG00000125166,-0.052426897,NONE,-0.07121655,NONE
ENSG00000131149,0.063533635,NONE,-0.117770835,NONE
ENSG00000103044,-0.195756132,NONE,-0.194655068,NONE
ENSG00000051108,0.179710916,NONE,0.278376162,UP
ENSG00000257017,NA,NA,NA,NA
ENSG00000261701,-0.22306957,NONE,0.567180827,NONE
ENSG00000230989,0.138540001,NONE,0.029616171,NONE
ENSG00000176387,-0.004549429,NONE,0.705097462,UP
ENSG00000103160,0.250868791,NONE,0.000120208,NONE
ENSG00000102878,-0.132613134,NONE,-0.118353747,NONE
ENSG00000157423,-0.231418871,NONE,-0.129859964,NONE
ENSG00000157368,0.121105804,NONE,-0.02272944,NONE
ENSG00000140968,-0.096321291,NONE,0.095347812,NONE
ENSG00000177508,0.366582002,NONE,0.788563,UP
ENSG00000176842,0.368107686,UP,0.539821459,UP
ENSG00000182149,0.005970069,NONE,0.075944003,NONE
ENSG00000154118,0.048982276,NONE,-0.174736528,NONE
ENSG00000065427,-0.002219184,NONE,0.007536328,NONE
ENSG00000140854,-0.157389943,NONE,-0.233704782,NONE
ENSG00000168418,NA,NA,NA,NA
ENSG00000168676,NA,NA,NA,NA
ENSG00000135709,0.088123028,NONE,-0.218054858,NONE
ENSG00000196123,-0.327606037,Down,-0.253115957,NONE
ENSG00000140859,-0.07383798,NONE,-0.044291389,NONE
ENSG00000104731,-0.165722886,NONE,-0.271428009,DOWN
ENSG00000135686,0.237917403,NONE,0.093029912,NONE
ENSG00000213398,-0.156916275,NONE,0.421796202,UP
ENSG00000166816,-0.17481399,NONE,0.154937888,NONE
ENSG00000180422,-0.12478917,NONE,-0.025790288,NONE
ENSG00000260186,0.393455123,UP,-0.219870713,NONE
ENSG00000278214,-0.573376662,Down,-0.368511282,DOWN
ENSG00000087253,0.197642793,NONE,0.119282433,NONE
ENSG00000125122,-0.394539914,Down,-0.280300499,DOWN
ENSG00000178573,0.162039612,NONE,0.169466897,NONE
ENSG00000140941,0.176715354,NONE,0.007899657,NONE
ENSG00000140943,-0.007821038,NONE,0.014077681,NONE
ENSG00000284473,NA,NA,NA,NA
ENSG00000168404,0.23423937,NONE,0.413563631,UP
ENSG00000103150,-0.081538443,NONE,0.087344048,NONE
ENSG00000102996,0.009590831,NONE,-0.013634328,NONE
ENSG00000087245,0.351549992,NONE,0.51316088,UP
ENSG00000103111,0.18306,NONE,0.074657459,NONE
ENSG00000135698,-0.011678095,NONE,0.070950596,NONE
ENSG00000205362,0.737271749,UP,0.944495923,UP
ENSG00000169688,NA,NA,NA,NA
ENSG00000169715,0.216526256,NONE,0.532462414,UP
ENSG00000198417,-0.025305131,NONE,0.529202352,UP
ENSG00000125144,0.336750655,NONE,0.516003893,NONE
ENSG00000205358,0.538963694,NONE,0.709159007,NONE
ENSG00000260549,0.730762801,UP,0.811538082,UP
ENSG00000205364,0.562908365,UP,0.591366148,UP
ENSG00000187193,0.22506245,NONE,0.749434563,UP
ENSG00000125148,0.391828912,UP,0.70062901,UP
ENSG00000087250,-0.058228459,NONE,0.376288272,UP
ENSG00000103248,-0.202281386,NONE,-0.123436603,NONE
ENSG00000132613,0.217302923,NONE,0.498596597,UP
ENSG00000167508,-0.048875545,NONE,-0.218497325,NONE
ENSG00000159593,-0.049350979,NONE,-0.019268563,NONE
ENSG00000103034,0.073978066,NONE,-0.191660261,NONE
ENSG00000103154,0.053654467,NONE,-0.29978892,DOWN
ENSG00000102908,0.382553197,UP,0.052169366,NONE
ENSG00000072736,0.124194785,NONE,0.229861288,NONE
ENSG00000132603,0.082368123,NONE,0.013384423,NONE
ENSG00000140853,0.227744524,NONE,0.48502497,UP
ENSG00000141101,0.231475185,NONE,0.108712687,NONE
ENSG00000140939,-0.148617443,NONE,-0.056171127,NONE
ENSG00000196436,0.655837738,NONE,0.788544301,NONE
ENSG00000181019,0.403860106,UP,0.729384149,UP
ENSG00000188038,NA,NA,NA,NA
ENSG00000167005,0.035597123,NONE,-0.222136044,NONE
ENSG00000140876,NA,NA,NA,NA
ENSG00000102900,-0.189437524,NONE,-0.403688572,DOWN
ENSG00000102898,-0.12613743,NONE,-0.070752957,NONE
ENSG00000087263,-0.214426332,NONE,-0.227481787,NONE
ENSG00000140961,0.038031495,NONE,0.290203543,NONE
ENSG00000205022,0.13634917,NONE,0.126017492,NONE
ENSG00000102981,-0.192378271,NONE,0.021871156,NONE
ENSG00000258429,NA,NA,NA,NA
ENSG00000172840,0.103405451,NONE,0.140804246,NONE
ENSG00000090857,-0.141100065,NONE,-0.003794117,NONE
ENSG00000255185,NA,NA,NA,NA
ENSG00000040199,0.083756496,NONE,-0.172546994,NONE
ENSG00000103335,0.095688544,NONE,0.318612546,UP
ENSG00000166473,-0.072503469,NONE,-0.376901112,NONE
ENSG00000103066,0.005767975,NONE,-0.105337629,NONE
ENSG00000197943,0.262173293,NONE,0.276172075,NONE
ENSG00000196155,0.000707196,NONE,-0.086119198,NONE
ENSG00000102934,-0.254970996,NONE,-0.235160466,NONE
ENSG00000118557,-0.526882813,Down,-0.222378867,NONE
ENSG00000102978,0.09617229,NONE,0.003200987,NONE
