ID,logFC_CBE_Mayo,custom_direction_CBE_Mayo,logFC_TCX_Mayo,direction_TCX_Mayo
ENSG00000066027,0.020273855,NONE,0.182696612,NONE
ENSG00000117707,0.164000117,NONE,-0.120025073,NONE
ENSG00000230461,-0.491873929,Down,-1.191745143,DOWN
ENSG00000143801,0.012441509,NONE,-0.278393379,DOWN
ENSG00000152104,0.14233093,NONE,0.207749758,NONE
ENSG00000143811,-0.208974685,NONE,-0.181156075,NONE
ENSG00000118873,0.088315889,NONE,-0.05634858,NONE
ENSG00000168118,0.18983536,NONE,0.11802859,NONE
ENSG00000188739,NA,NA,NA,NA
ENSG00000182901,-0.140344375,NONE,-0.548567577,DOWN
ENSG00000116574,0.01008363,NONE,0.322772724,UP
ENSG00000225920,NA,NA,NA,NA
ENSG00000168159,0.069905667,NONE,-0.070839699,NONE
ENSG00000220749,NA,NA,NA,NA
ENSG00000136643,-0.071013322,NONE,-0.174648934,NONE
ENSG00000067533,-0.036524919,NONE,-0.151106819,NONE
ENSG00000198626,-0.036282959,NONE,-0.268117097,DOWN
ENSG00000143653,0.182546362,NONE,0.019616567,NONE
ENSG00000276111,NA,NA,NA,NA
ENSG00000143751,0.082242808,NONE,0.034680274,NONE
ENSG00000175137,0.127771409,NONE,-0.016051922,NONE
ENSG00000035115,-0.040107647,NONE,-0.061041626,NONE
ENSG00000116991,0.159384484,NONE,0.085201993,NONE
ENSG00000196660,0.212932214,NONE,0.259903406,NONE
ENSG00000183780,0.055059545,NONE,-0.142475888,NONE
ENSG00000143499,0.167456641,NONE,-0.256132146,NONE
ENSG00000185420,-0.058869644,NONE,-0.300682999,DOWN
ENSG00000143740,0.197486507,NONE,-0.028680424,NONE
ENSG00000207181,NA,NA,NA,NA
ENSG00000162814,NA,NA,NA,NA
ENSG00000010072,0.082138141,NONE,0.124662827,NONE
ENSG00000143742,0.020129909,NONE,0.128763379,NONE
ENSG00000203685,0.117928735,NONE,-0.040162403,NONE
ENSG00000143502,-0.089264714,NONE,-0.356151059,DOWN
ENSG00000143498,0.176359381,NONE,-0.084308981,NONE
ENSG00000135801,-0.099651675,NONE,-0.052567749,NONE
ENSG00000059588,-0.747477672,Down,-0.569721683,DOWN
ENSG00000203705,-0.487341269,Down,-0.375144949,DOWN
ENSG00000284770,NA,NA,NA,NA
ENSG00000162851,0.19947045,NONE,0.042694613,NONE
ENSG00000092969,0.701246177,UP,1.32452718,UP
ENSG00000232480,0.558280458,UP,1.196106837,UP
ENSG00000223963,0.486513631,UP,-0.142022599,NONE
ENSG00000187554,0.479607506,UP,0.570426612,UP
ENSG00000151353,0.032037892,NONE,-0.211850516,NONE
ENSG00000065600,0.237154844,NONE,0.069710599,NONE
ENSG00000196187,-0.124898028,NONE,-0.109029399,NONE
ENSG00000173726,-0.009496855,NONE,-0.33462811,DOWN
ENSG00000143514,0.196185737,NONE,0.458104376,UP
ENSG00000154370,-0.168111407,NONE,-0.134489299,NONE
ENSG00000162931,-0.16394886,NONE,-0.333788506,DOWN
ENSG00000162722,NA,NA,NA,NA
ENSG00000119283,0.092196351,NONE,-0.86661492,DOWN
ENSG00000116918,-0.237020155,NONE,-0.397275998,DOWN
ENSG00000143643,-0.168801572,NONE,-0.033277095,NONE
ENSG00000135763,0.017130465,NONE,0.128319545,NONE
ENSG00000042781,-0.094928308,NONE,0.034197502,NONE
ENSG00000143494,-0.178414812,NONE,0.052960212,NONE
ENSG00000162923,0.032434266,NONE,0.069357318,NONE
ENSG00000154342,NA,NA,NA,NA
ENSG00000143816,-0.448989629,Down,-0.230879526,NONE
ENSG00000179456,0.035552665,NONE,-0.049602316,NONE
ENSG00000196418,0.047225514,NONE,-0.003465578,NONE
ENSG00000162714,-0.086032391,NONE,-0.135460005,NONE
ENSG00000188295,0.031431636,NONE,-0.096889477,NONE
ENSG00000277462,0.404912533,UP,-0.033721304,NONE
ENSG00000171161,-0.040851573,NONE,0.137874342,NONE
ENSG00000181450,0.077460466,NONE,0.251849846,NONE
ENSG00000171163,0.02931235,NONE,-0.017566523,NONE
ENSG00000143994,-0.096139172,NONE,-0.236383957,NONE
ENSG00000170634,-0.140764466,NONE,-0.139327895,NONE
ENSG00000151694,0.14828163,NONE,0.043660224,NONE
ENSG00000138031,0.306914013,UP,0.133411079,NONE
ENSG00000173567,-0.265098683,NONE,-0.477909479,DOWN
ENSG00000280830,NA,NA,NA,NA
ENSG00000084693,-0.075997622,NONE,-0.157172749,NONE
ENSG00000229122,-0.1811395,NONE,-0.204375128,NONE
ENSG00000171094,0.11900588,NONE,0.285683257,UP
ENSG00000084674,NA,NA,NA,NA
ENSG00000214694,0.273218447,NONE,-0.045263984,NONE
ENSG00000151693,0.433979171,UP,0.265101559,UP
ENSG00000115239,-0.234144599,NONE,-0.171653837,NONE
ENSG00000143970,0.182693023,NONE,0.268814358,UP
ENSG00000119778,-0.05780151,NONE,0.016046622,NONE
ENSG00000119787,0.141982046,NONE,-0.007149435,NONE
ENSG00000143882,0.038203955,NONE,-0.303996349,DOWN
ENSG00000250565,0.039688594,NONE,-0.093685279,NONE
ENSG00000138085,-0.200963549,NONE,0.140446138,NONE
ENSG00000158019,-0.465454294,Down,-0.194436281,NONE
ENSG00000236824,-0.211650596,NONE,-0.151845906,NONE
ENSG00000115760,0.053076385,NONE,0.097174327,NONE
ENSG00000279897,NA,NA,NA,NA
ENSG00000221843,NA,NA,NA,NA
ENSG00000150873,0.172016432,NONE,-0.171495196,NONE
ENSG00000084774,-0.107219404,NONE,0.001921557,NONE
ENSG00000143933,-0.026047544,NONE,-0.075757653,NONE
ENSG00000143919,-0.087608533,NONE,0.00545479,NONE
ENSG00000162949,-0.522608477,Down,-0.117963873,NONE
ENSG00000214711,NA,NA,NA,NA
ENSG00000176714,0.186827689,NONE,0.319832963,UP
ENSG00000163171,0.017906171,NONE,-0.257719962,NONE
ENSG00000205111,NA,NA,NA,NA
ENSG00000115816,0.549163387,UP,0.193464786,NONE
ENSG00000218739,-0.515597466,Down,-0.272958199,DOWN
ENSG00000115163,NA,NA,NA,NA
ENSG00000138092,-0.03833396,NONE,0.142986777,NONE
ENSG00000138028,-0.503444989,Down,-0.546368889,DOWN
ENSG00000143942,0.167283086,NONE,0.272040316,UP
ENSG00000162994,0.002345547,NONE,-0.026694192,NONE
ENSG00000115295,-0.168295708,NONE,-0.02029684,NONE
ENSG00000134326,0.015296015,NONE,-0.078754311,NONE
ENSG00000118004,-0.012664799,NONE,0.377687668,NONE
ENSG00000115944,-0.216611731,NONE,-0.291348633,DOWN
ENSG00000119203,-0.218761631,NONE,-0.221897116,NONE
ENSG00000277354,NA,NA,NA,NA
ENSG00000119878,0.215121997,NONE,0.167867512,NONE
ENSG00000138061,0.903532107,UP,0.725399083,UP
ENSG00000232973,0.04784255,NONE,-0.111302465,NONE
ENSG00000205795,-0.320266122,Down,0.098269607,NONE
ENSG00000079785,0.110016071,NONE,-0.027144772,NONE
ENSG00000229816,NA,NA,NA,NA
ENSG00000163214,-0.226066922,NONE,-0.290161206,DOWN
ENSG00000115137,0.116698332,NONE,-0.137258157,NONE
ENSG00000224165,-0.431229559,Down,-0.347523656,DOWN
ENSG00000163793,-0.036740071,NONE,-0.781220336,DOWN
ENSG00000119772,-0.119441872,NONE,-0.163861743,NONE
ENSG00000162961,-0.080620751,NONE,-0.005823914,NONE
ENSG00000157851,-0.091720782,NONE,-0.106153455,NONE
ENSG00000157856,-0.491920073,Down,-0.143198384,NONE
ENSG00000138101,-0.304236129,Down,-0.419688927,DOWN
ENSG00000138036,-0.383090691,Down,-0.285260173,DOWN
ENSG00000169016,-0.190042064,NONE,-0.010594413,NONE
ENSG00000084710,0.05556841,NONE,-0.31481533,DOWN
ENSG00000013016,0.094355126,NONE,-0.156032286,NONE
ENSG00000055332,0.303497637,UP,0.121964347,NONE
ENSG00000115211,-0.051394401,NONE,-0.003047816,NONE
ENSG00000032389,-0.165096899,NONE,-0.219061905,NONE
ENSG00000138080,0.147241147,NONE,0.602546829,UP
ENSG00000143924,-0.237215048,NONE,-0.024253352,NONE
ENSG00000214595,-0.264650172,Down,-0.190695023,NONE
ENSG00000116016,0.218211717,NONE,0.444687952,UP
ENSG00000119888,0.132506665,NONE,-0.698323913,DOWN
ENSG00000068912,-0.119490759,NONE,-0.149027465,NONE
ENSG00000186453,NA,NA,NA,NA
ENSG00000219626,0.068081256,NONE,-0.294916302,DOWN
ENSG00000197872,0.150617112,NONE,-0.05389245,NONE
ENSG00000162981,-0.306920105,Down,-0.374957551,DOWN
ENSG00000119812,-0.052685859,NONE,-0.102042196,NONE
ENSG00000138081,0.324868525,UP,-0.072232802,NONE
ENSG00000171055,-0.113574422,NONE,-0.061681989,NONE
ENSG00000119782,-0.359087228,Down,-0.165385663,NONE
ENSG00000115226,-0.031823061,NONE,-0.086504932,NONE
ENSG00000075426,0.344016819,UP,0.379317841,UP
ENSG00000170802,-0.073069532,NONE,0.17427347,NONE
ENSG00000143891,0.174616104,NONE,0.512728245,UP
ENSG00000158089,-0.216451646,NONE,-0.168607921,NONE
ENSG00000157833,0.312254254,UP,0.960847516,UP
ENSG00000084734,0.017322796,NONE,-0.239351282,NONE
ENSG00000143869,0.26411964,NONE,-0.3134359,NONE
ENSG00000152147,-0.004821107,NONE,0.043987151,NONE
ENSG00000178295,-0.356912193,Down,-0.357503262,DOWN
ENSG00000152133,0.064086276,NONE,-0.126813151,NONE
ENSG00000198522,-0.040591491,NONE,0.028177363,NONE
ENSG00000119737,0.444134111,UP,0.46735717,UP
ENSG00000270898,NA,NA,NA,NA
ENSG00000196208,-0.084626646,NONE,0.142428054,NONE
ENSG00000134317,-0.005208314,NONE,-0.255195828,NONE
ENSG00000115207,-0.089670005,NONE,0.032014659,NONE
ENSG00000234945,0.221775625,NONE,-0.154857694,NONE
ENSG00000162882,NA,NA,NA,NA
ENSG00000084754,-0.048519253,NONE,0.206074975,NONE
ENSG00000138029,-0.089623096,NONE,0.316343386,UP
ENSG00000008869,0.17870587,NONE,-0.109437513,NONE
ENSG00000143889,0.227165065,NONE,0.036484422,NONE
ENSG00000115756,-0.074523334,NONE,-0.352544889,DOWN
ENSG00000118960,-0.049008119,NONE,0.139597708,NONE
ENSG00000134330,-0.083596042,NONE,-0.197121867,NONE
ENSG00000115738,0.263846429,UP,0.296736118,UP
ENSG00000235092,0.122344263,NONE,0.003896671,NONE
ENSG00000138002,-0.259599148,NONE,-0.168253542,NONE
ENSG00000119185,-0.091934824,NONE,-0.179092141,NONE
ENSG00000198399,-0.00323111,NONE,-0.051202296,NONE
ENSG00000162975,0.16305545,NONE,-0.168450139,NONE
ENSG00000171126,-0.055543181,NONE,-0.541461091,DOWN
ENSG00000184261,-0.074716161,NONE,-0.033193244,NONE
ENSG00000171303,-0.253183442,NONE,-0.29010383,DOWN
ENSG00000170745,-0.129813616,NONE,-0.281809101,NONE
ENSG00000138030,0.047379337,NONE,-0.060484953,NONE
ENSG00000134313,0.179880516,NONE,-0.053400303,NONE
ENSG00000084731,0.3594292,UP,0.01546339,NONE
ENSG00000172059,0.325610902,UP,0.093688247,NONE
ENSG00000119771,0.1141789,NONE,-0.086494661,NONE
ENSG00000157992,-0.05228752,NONE,-0.159918261,NONE
ENSG00000068697,0.085565886,NONE,0.447211603,UP
ENSG00000213626,-0.226256818,NONE,-0.604240828,DOWN
ENSG00000172954,-0.173726476,NONE,-0.264795042,DOWN
ENSG00000118961,-0.146126284,NONE,0.077366865,NONE
ENSG00000236790,-0.073803491,NONE,0.434760459,UP
ENSG00000232044,0.048390846,NONE,0.062541567,NONE
ENSG00000234423,NA,NA,NA,NA
ENSG00000236204,NA,NA,NA,NA
ENSG00000134324,0.036919238,NONE,0.244689301,NONE
ENSG00000138095,-0.009343856,NONE,-0.122312117,NONE
ENSG00000049323,0.259275001,NONE,0.612640596,UP
ENSG00000011566,-0.035906282,NONE,0.008225179,NONE
ENSG00000084764,-0.197171928,NONE,-0.046847501,NONE
ENSG00000132031,0.193044312,NONE,0.421587724,UP
ENSG00000143797,0.150390716,NONE,0.181230352,NONE
ENSG00000180398,0.139923565,NONE,0.082961888,NONE
ENSG00000162959,-0.077155353,NONE,-0.214484189,NONE
ENSG00000265452,-0.309257662,Down,0.067287675,NONE
ENSG00000188010,-0.023013293,NONE,0.042024006,NONE
ENSG00000115204,-0.342622319,Down,-0.169054415,NONE
ENSG00000243147,0.376126641,UP,0.162014394,NONE
ENSG00000095002,0.200864981,NONE,-0.232657422,NONE
ENSG00000116062,0.275798399,UP,0.119379682,NONE
ENSG00000057935,-0.018997379,NONE,-0.097073392,NONE
ENSG00000085760,-0.025812644,NONE,0.023377731,NONE
ENSG00000134323,0.081550198,NONE,-0.116922725,NONE
ENSG00000186487,0.068296368,NONE,-0.435343484,DOWN
ENSG00000225619,NA,NA,NA,NA
ENSG00000151779,0.007241778,NONE,0.011773285,NONE
ENSG00000084676,0.064068753,NONE,0.212249778,NONE
ENSG00000003509,-0.048788366,NONE,-0.161851765,NONE
ENSG00000091106,-0.136780736,NONE,-0.128881956,NONE
ENSG00000115761,-0.044450097,NONE,0.006576471,NONE
ENSG00000115216,0.048480439,NONE,0.004274731,NONE
ENSG00000179915,0.138481823,NONE,-0.28168048,DOWN
ENSG00000169006,-0.175810375,NONE,0.421827458,UP
ENSG00000115758,-0.080793714,NONE,0.160033263,NONE
ENSG00000228474,0.130315939,NONE,0.205067209,NONE
ENSG00000115155,-0.037660035,NONE,-0.463510991,DOWN
ENSG00000162881,NA,NA,NA,NA
ENSG00000143870,0.693496666,UP,0.533193829,UP
ENSG00000151665,0.158662283,NONE,0.133014951,NONE
ENSG00000162878,0.14588033,NONE,-0.009824954,NONE
ENSG00000163803,-0.123601814,NONE,-0.226745557,NONE
ENSG00000152527,-0.290417227,Down,0.278324063,UP
ENSG00000115138,NA,NA,NA,NA
ENSG00000138032,-0.092279329,NONE,0.027631208,NONE
ENSG00000115241,-0.097708857,NONE,0.103326738,NONE
ENSG00000213639,0.005456757,NONE,0.02096567,NONE
ENSG00000162869,-0.102222536,NONE,-0.070505969,NONE
ENSG00000162976,-0.102907005,NONE,0.111144554,NONE
ENSG00000138073,-0.069097331,NONE,0.097994204,NONE
ENSG00000138078,-0.145695767,NONE,-0.226478904,NONE
ENSG00000171132,0.229502418,NONE,-0.585980564,DOWN
ENSG00000115825,0.042360426,NONE,0.45126394,UP
ENSG00000068878,-0.072690397,NONE,0.0206054,NONE
ENSG00000217643,-0.101187741,NONE,-0.364298477,DOWN
ENSG00000184924,-0.009641842,NONE,0.197666067,NONE
ENSG00000055917,-0.100943064,NONE,0.029920599,NONE
ENSG00000130508,-0.010617389,NONE,-0.005192912,NONE
ENSG00000115828,0.122709009,NONE,-0.03677691,NONE
ENSG00000084733,0.174938936,NONE,0.225816073,NONE
ENSG00000214842,-0.26078734,NONE,-0.291051164,NONE
ENSG00000152689,-0.062514774,NONE,-0.045649723,NONE
ENSG00000171174,-0.266348185,Down,-0.248804623,NONE
ENSG00000240857,0.195651169,NONE,0.110539855,NONE
ENSG00000143878,0.19432499,NONE,0.197906981,NONE
ENSG00000119729,0.128676073,NONE,0.565435616,UP
ENSG00000115841,-0.137195031,NONE,-0.063861567,NONE
ENSG00000239899,NA,NA,NA,NA
ENSG00000171865,0.093615012,NONE,-0.209818789,NONE
ENSG00000234171,0.044069667,NONE,-0.020407733,NONE
ENSG00000151692,-0.102114146,NONE,0.02625374,NONE
ENSG00000228203,0.074990548,NONE,-0.354235232,DOWN
ENSG00000134318,0.130290469,NONE,0.06041694,NONE
ENSG00000237887,NA,NA,NA,NA
ENSG00000213553,-0.119366075,NONE,-0.177658075,NONE
ENSG00000143947,0.024818736,NONE,-0.005894156,NONE
ENSG00000171863,-0.144995381,NONE,-0.019394775,NONE
ENSG00000171848,NA,NA,NA,NA
ENSG00000134321,-0.012827715,NONE,-0.11503265,NONE
ENSG00000115310,0.077356668,NONE,-0.117537657,NONE
ENSG00000115884,0.388869012,NONE,-0.242119004,NONE
ENSG00000138018,0.19190058,NONE,-0.204171512,NONE
ENSG00000115128,0.024906004,NONE,0.201043367,NONE
ENSG00000115194,0.032896737,NONE,-0.820881138,DOWN
ENSG00000152683,0.02082867,NONE,0.225350893,NONE
ENSG00000213699,-0.199429425,NONE,0.018785399,NONE
ENSG00000138079,-0.53661354,Down,-0.514678038,DOWN
ENSG00000163798,0.019919041,NONE,-0.231604373,NONE
ENSG00000138074,-0.039124462,NONE,-0.064689485,NONE
ENSG00000183023,0.095223989,NONE,-0.292121898,DOWN
ENSG00000227028,NA,NA,NA,NA
ENSG00000163029,0.023845914,NONE,0.097925052,NONE
ENSG00000115234,-0.118036132,NONE,0.025809419,NONE
ENSG00000171150,0.047623415,NONE,-0.056862222,NONE
ENSG00000115904,0.128686886,NONE,0.296168756,UP
ENSG00000229692,0.442034547,UP,0.16920568,NONE
ENSG00000176887,-0.077631954,NONE,-0.401361027,DOWN
ENSG00000021574,-0.033077582,NONE,-0.06161787,NONE
ENSG00000163806,-0.105780596,NONE,-0.023154247,NONE
ENSG00000115306,0.12203044,NONE,0.063081849,NONE
ENSG00000068784,-0.162628856,NONE,0.121207374,NONE
ENSG00000277893,NA,NA,NA,NA
ENSG00000115875,0.042760373,NONE,0.049698085,NONE
ENSG00000243244,-0.013133711,NONE,0.460109959,UP
ENSG00000068781,NA,NA,NA,NA
ENSG00000115808,0.0944629,NONE,-0.015977318,NONE
ENSG00000119760,-0.034740306,NONE,-0.116806171,NONE
ENSG00000115750,0.170523363,NONE,0.06155721,NONE
ENSG00000115970,-0.086860801,NONE,0.049234192,NONE
ENSG00000138050,-0.063083434,NONE,0.028537471,NONE
ENSG00000152154,-0.233818804,NONE,-0.204554895,NONE
ENSG00000119777,-0.073268933,NONE,-0.012020061,NONE
ENSG00000189350,-0.198492576,NONE,0.178758918,NONE
ENSG00000115129,0.126611633,NONE,0.406914024,UP
ENSG00000274891,NA,NA,NA,NA
ENSG00000225234,0.197632149,NONE,0.193137678,NONE
ENSG00000071575,0.129070039,NONE,0.187008013,NONE
ENSG00000138100,-0.401221881,NONE,-0.779593987,DOWN
ENSG00000171103,0.27947767,UP,-0.044613875,NONE
ENSG00000178021,NA,NA,NA,NA
ENSG00000018699,-0.001497586,NONE,0.064133749,NONE
ENSG00000183891,-0.002272432,NONE,-0.088329372,NONE
ENSG00000068724,-0.145011273,NONE,0.01488344,NONE
ENSG00000173960,0.055825401,NONE,0.110914256,NONE
ENSG00000163794,-0.059184011,NONE,0.095099766,NONE
ENSG00000205221,-0.13797699,NONE,0.481231559,UP
ENSG00000163032,-0.232744814,NONE,-0.279440377,DOWN
ENSG00000163026,0.194548798,NONE,0.074949853,NONE
ENSG00000118965,-0.04528013,NONE,0.073647793,NONE
ENSG00000163811,0.060871487,NONE,-0.046185575,NONE
ENSG00000158125,NA,NA,NA,NA
ENSG00000119820,-0.14831641,NONE,-0.054934242,NONE
ENSG00000119801,0.154472843,NONE,-0.016925944,NONE
ENSG00000134308,0.058828677,NONE,-0.008308785,NONE
ENSG00000152518,0.364566323,UP,0.557656321,UP
ENSG00000243943,-0.267496092,Down,-0.116208596,NONE
ENSG00000163795,0.036400408,NONE,0.161461919,NONE
ENSG00000115977,-0.080982979,NONE,-0.243678353,NONE
ENSG00000163017,NA,NA,NA,NA
ENSG00000138071,0.137032981,NONE,-0.047584956,NONE
ENSG00000075340,0.137034026,NONE,-0.31055617,DOWN
ENSG00000119844,0.002808075,NONE,-0.095934286,NONE
ENSG00000173209,-0.128494177,NONE,-0.109073065,NONE
ENSG00000116127,-0.06827522,NONE,-0.178755632,NONE
ENSG00000230002,NA,NA,NA,NA
ENSG00000163016,NA,NA,NA,NA
ENSG00000230006,-0.496451979,Down,-0.37286837,DOWN
ENSG00000174501,-0.143305493,NONE,-0.306375398,DOWN
ENSG00000144031,0.03736212,NONE,0.095154383,NONE
ENSG00000169604,0.163179038,NONE,0.885777609,UP
ENSG00000196975,-0.297924206,Down,-0.088399962,NONE
ENSG00000169621,0.054248602,NONE,0.143774033,NONE
ENSG00000163219,0.175222471,NONE,0.020994358,NONE
ENSG00000244617,0.056293337,NONE,0.189030274,NONE
ENSG00000168874,0.367733571,UP,0.643612453,UP
ENSG00000116039,-0.066813588,NONE,-0.279817585,NONE
ENSG00000115307,0.073849013,NONE,0.119673288,NONE
ENSG00000229948,NA,NA,NA,NA
ENSG00000170340,0.205859871,NONE,0.149182972,NONE
ENSG00000119866,-0.112298913,NONE,-0.318581962,NONE
ENSG00000163170,-0.175526578,NONE,-0.30858336,DOWN
ENSG00000225439,0.56679666,UP,0.02020695,NONE
ENSG00000197223,0.004426028,NONE,-0.110550916,NONE
ENSG00000115998,-0.096411507,NONE,0.039235999,NONE
ENSG00000168887,0.188130153,NONE,-0.034661577,NONE
ENSG00000237651,NA,NA,NA,NA
ENSG00000284308,NA,NA,NA,NA
ENSG00000042493,0.202031048,NONE,0.583153451,UP
ENSG00000135637,0.208278186,NONE,0.037426092,NONE
ENSG00000055813,0.463666949,UP,-0.135504963,NONE
ENSG00000115355,-0.141083138,NONE,-0.023364686,NONE
ENSG00000115484,0.313161483,UP,0.094076999,NONE
ENSG00000135624,0.054501462,NONE,0.000225457,NONE
ENSG00000153563,-0.143638313,NONE,-0.304996944,DOWN
ENSG00000011523,0.06735059,NONE,-0.135145804,NONE
ENSG00000163001,-0.049651722,NONE,-0.087725958,NONE
ENSG00000115561,0.181539349,NONE,-0.187067643,NONE
ENSG00000119865,-0.143910823,NONE,-0.091244946,NONE
ENSG00000173163,-0.010490317,NONE,-0.140408914,NONE
ENSG00000066032,0.129173697,NONE,0.259601106,NONE
ENSG00000003137,-0.181080101,NONE,-0.188137494,NONE
ENSG00000222041,-0.259879589,NONE,-0.433660357,DOWN
ENSG00000204843,0.135986217,NONE,-0.26669388,DOWN
ENSG00000237737,-0.432779127,Down,-0.833952558,DOWN
ENSG00000114956,-0.207211503,NONE,-0.051617307,NONE
ENSG00000115423,-0.355206325,Down,-0.217875834,NONE
ENSG00000115325,0.193750697,NONE,0.363792842,UP
ENSG00000144048,-0.048005094,NONE,-0.115360176,NONE
ENSG00000135636,-0.241368145,NONE,-0.08664229,NONE
ENSG00000115380,0.338324217,NONE,0.699585477,UP
ENSG00000135625,-0.781935983,Down,-0.360362499,NONE
ENSG00000115504,0.15801996,NONE,-0.106620173,NONE
ENSG00000172071,-0.007309272,NONE,0.123909516,NONE
ENSG00000115459,-0.098810775,NONE,0.084454684,NONE
ENSG00000135638,-0.259441829,NONE,-0.112477709,NONE
ENSG00000143971,0.353257829,UP,0.179366962,NONE
ENSG00000115363,NA,NA,NA,NA
ENSG00000144036,-0.046211441,NONE,-0.06968752,NONE
ENSG00000115042,-0.242943718,NONE,-0.199379447,NONE
ENSG00000035141,-0.054063476,NONE,-0.04720625,NONE
ENSG00000170264,-0.069366093,NONE,-0.072835055,NONE
ENSG00000115392,0.024078491,NONE,0.09307882,NONE
ENSG00000163013,-0.082388579,NONE,-0.195817027,NONE
ENSG00000204923,-0.086585556,NONE,-0.054912834,NONE
ENSG00000257800,-0.005317689,NONE,-0.216529986,NONE
ENSG00000005436,-0.110596735,NONE,-0.037327962,NONE
ENSG00000198380,0.144859089,NONE,-0.122119649,NONE
ENSG00000115486,0.137852942,NONE,0.07131791,NONE
ENSG00000087338,-0.099158556,NONE,-0.198319679,NONE
ENSG00000115523,-0.078863247,NONE,-0.272255272,NONE
ENSG00000159399,0.136720488,NONE,0.333119327,NONE
ENSG00000115317,0.203114701,NONE,0.09675129,NONE
ENSG00000211592,NA,NA,NA,NA
ENSG00000132305,-0.097703281,NONE,-0.09345041,NONE
ENSG00000115274,NA,NA,NA,NA
ENSG00000176407,0.071871802,NONE,0.000894291,NONE
ENSG00000115041,-0.086379639,NONE,-0.281422994,DOWN
ENSG00000115548,0.131640072,NONE,0.319223642,UP
ENSG00000162929,-0.309186699,Down,-0.399781658,DOWN
ENSG00000172086,-0.011893244,NONE,0.312140936,UP
ENSG00000179528,0.579498514,UP,0.787029618,UP
ENSG00000119862,0.04043045,NONE,-0.112574787,NONE
ENSG00000232931,-0.737848223,Down,-0.327325353,DOWN
ENSG00000233723,-0.2254827,NONE,-0.447537582,DOWN
ENSG00000204792,NA,NA,NA,NA
ENSG00000237179,-0.381460692,Down,-0.006950732,NONE
ENSG00000232046,-0.161284969,NONE,-0.326444075,DOWN
ENSG00000235885,-1.079208024,Down,-0.207560373,NONE
ENSG00000115318,0.227421795,NONE,0.251377345,NONE
ENSG00000162951,-0.09314533,NONE,-0.349694371,DOWN
ENSG00000176204,0.085853079,NONE,-0.194495085,NONE
ENSG00000159374,-0.08697755,NONE,-0.054885521,NONE
ENSG00000172005,-0.210424347,NONE,0.050025719,NONE
ENSG00000168906,0.058050471,NONE,0.199102847,NONE
ENSG00000124370,-0.194419813,NONE,-0.128609619,NONE
ENSG00000014641,-0.101938986,NONE,-0.269181967,DOWN
ENSG00000143995,-0.331194306,Down,-0.306227108,DOWN
ENSG00000114978,0.161825352,NONE,0.344091709,UP
ENSG00000115275,0.051764095,NONE,-0.031179903,NONE
ENSG00000124383,-0.034900498,NONE,-0.108894894,NONE
ENSG00000115364,0.100036071,NONE,0.222619602,NONE
ENSG00000132313,0.054850686,NONE,-0.080240145,NONE
ENSG00000204822,0.345300799,UP,0.198133839,NONE
ENSG00000144029,0.045881851,NONE,-0.091742561,NONE
ENSG00000065911,0.141089536,NONE,0.402478796,UP
ENSG00000059728,0.050805476,NONE,-0.083011352,NONE
ENSG00000124357,-0.037897095,NONE,-0.092071755,NONE
ENSG00000169599,-0.280482806,Down,-0.19105168,NONE
ENSG00000237522,0.585882513,UP,0.30668526,UP
ENSG00000115507,0.408680089,UP,0.540939472,UP
ENSG00000124374,0.199548437,NONE,-0.307090581,NONE
ENSG00000115421,-0.015664081,NONE,-0.031394206,NONE
ENSG00000169564,0.380341723,UP,0.20757037,NONE
ENSG00000179818,-0.006853835,NONE,0.107663876,NONE
ENSG00000115289,0.153828528,NONE,0.004130916,NONE
ENSG00000116005,0.278624436,UP,0.13850999,NONE
ENSG00000197329,-0.003898874,NONE,0.057983814,NONE
ENSG00000162928,0.179542524,NONE,-0.02551275,NONE
ENSG00000115956,0.253188184,NONE,0.298315576,NONE
ENSG00000183281,-0.272879019,NONE,-0.056934595,NONE
ENSG00000115946,-0.096587957,NONE,-0.000890433,NONE
ENSG00000138035,0.040712703,NONE,0.102234805,NONE
ENSG00000115350,0.206721307,NONE,0.123140125,NONE
ENSG00000068654,-0.130149723,NONE,-0.149760631,NONE
ENSG00000221823,-0.156593569,NONE,-0.078241616,NONE
ENSG00000275052,0.012402653,NONE,0.090989713,NONE
ENSG00000135617,-0.14232258,NONE,0.103103056,NONE
ENSG00000155066,-0.153933332,NONE,-0.166599501,NONE
ENSG00000162997,-0.273295878,Down,-0.241140098,NONE
ENSG00000132300,-0.122301232,NONE,-0.014112476,NONE
ENSG00000162927,-0.076766818,NONE,-0.205949837,NONE
ENSG00000135631,0.156201089,NONE,-0.077174397,NONE
ENSG00000138069,0.129846158,NONE,0.050539547,NONE
ENSG00000068615,-0.173732215,NONE,-0.431261276,DOWN
ENSG00000162924,0.222190284,NONE,0.110954295,NONE
ENSG00000042445,0.015308515,NONE,0.048442785,NONE
ENSG00000153561,0.112989841,NONE,-0.027080723,NONE
ENSG00000200488,NA,NA,NA,NA
ENSG00000276281,NA,NA,NA,NA
ENSG00000241625,NA,NA,NA,NA
ENSG00000239305,-0.256938402,NONE,-0.070360737,NONE
ENSG00000249884,NA,NA,NA,NA
ENSG00000168894,-0.051696925,NONE,-0.072255843,NONE
ENSG00000153574,-0.250600495,NONE,0.029571553,NONE
